subj,stimulus,timestamp,x,y,duration,prev_sacc_amplitude,aoi_label
User 26,page1,59.978030,855.103200,622.419000,0.016110,93.062380,
User 26,page1,60.042480,984.060000,635.528250,0.033200,129.621405,
User 26,page1,60.108400,973.476000,714.861955,0.213380,80.036602,
User 26,page1,60.373540,1074.093600,711.911250,0.244140,100.660857,
User 26,page1,60.686520,696.910200,720.405000,0.194340,377.279023,
User 26,page1,60.896970,687.388800,681.964500,0.016600,39.602135,
User 26,page1,60.946290,791.830200,697.823875,0.200190,105.638657,
User 26,page1,61.192870,862.621200,685.524000,0.033690,71.851601,
User 26,page1,61.244140,899.144400,721.165200,0.162110,51.031748,
User 26,page1,61.422360,862.405600,711.291000,0.098640,38.042598,
User 26,page1,61.554690,983.886400,710.120250,0.114740,121.486441,
User 26,page1,61.685060,1031.788800,712.662300,0.082520,47.969802,
User 26,page1,61.784180,976.735200,703.731000,0.018070,55.773354,
User 26,page1,61.816890,1036.291200,730.933000,0.049320,65.474162,
User 26,page1,61.883300,1094.276400,740.547937,0.146490,58.776955,
User 26,page1,62.045900,1174.538400,736.645000,0.049800,80.356839,
User 26,page1,62.128910,1101.324000,749.511000,0.032710,74.336279,
User 26,page1,62.260250,533.584800,780.722250,0.033700,568.596466,
User 26,page1,62.326660,523.316640,716.366700,0.082520,65.169563,
User 26,page1,62.425780,556.407600,778.013250,0.065430,69.966483,
User 26,page1,62.571780,646.373000,725.823000,0.197260,104.007670,
User 26,page1,62.785640,730.732800,719.953500,0.033700,84.563745,
User 26,page1,62.835940,696.166800,763.533750,0.033200,55.624154,
User 26,page1,62.917480,849.811200,748.185900,0.082520,154.409061,
User 26,page1,63.083010,1027.780800,746.091000,0.146480,177.981929,
User 26,page1,63.262700,935.789400,721.424813,0.131830,95.240950,
User 26,page1,63.410640,986.025600,702.990750,0.065430,53.511592,
User 26,page1,63.492190,995.366400,747.610500,0.049800,45.586979,
User 26,page1,63.558590,946.442560,732.028500,0.278810,51.345310,
User 26,page1,63.855470,901.137000,721.642125,0.507810,46.480862,
User 26,page1,64.396000,967.422400,754.134500,0.082030,73.820788,
User 26,page1,64.495120,936.667200,776.044500,0.032220,37.761494,
User 26,page1,64.576660,1071.709800,785.203125,0.066410,135.352814,
User 26,page1,64.660160,1104.539520,741.642300,0.080560,54.546641,
User 26,page1,64.823240,608.950484,750.467605,0.361820,495.667609,
User 26,page1,65.217770,791.425091,750.699409,0.180670,182.474754,
User 26,page1,65.431640,894.423600,746.999750,0.262210,103.064933,
User 26,page1,65.759770,1005.463200,764.005773,0.182120,112.334312,
User 26,page1,66.005860,1117.351200,763.917000,0.082030,111.888035,
User 26,page1,66.188960,509.977440,792.764700,0.260260,608.058446,
User 26,page1,66.515630,672.655200,715.758750,0.032220,179.983249,
User 26,page1,66.564450,715.859200,735.388500,0.049320,47.454322,
User 26,page1,66.646480,754.336800,762.985125,0.065430,47.350812,
User 26,page1,66.761230,866.124000,740.066250,0.034180,114.112457,
User 26,page1,66.817870,891.903600,779.386125,0.058590,47.017447,
User 26,page1,66.893070,907.998000,741.378750,0.048340,41.274572,
User 26,page1,66.975100,869.383200,777.567000,0.016110,52.921567,
User 26,page1,67.057130,975.346400,794.888500,0.049320,107.369614,
User 26,page1,67.156740,1095.357600,781.795500,0.114740,120.723298,
User 26,page1,67.287600,1124.194400,758.110500,0.049310,37.316756,
User 26,page1,67.418950,576.555000,774.837000,0.065430,547.894778,
User 26,page1,67.500980,550.546080,806.274000,0.213380,40.801334,
User 26,page1,67.747070,678.969900,812.659313,0.361330,128.582463,
User 26,page1,68.158200,589.528800,766.440500,0.048830,100.677152,
User 26,page1,68.240230,619.936800,841.782375,0.147950,81.246813,
User 26,page1,68.470210,864.600800,799.013250,0.427250,248.374055,
User 26,page1,68.913090,805.224000,797.779500,0.017090,59.389616,
User 26,page1,68.979000,948.462480,797.913900,0.542000,143.238543,
User 26,page1,69.570800,1064.944246,790.809115,0.213380,116.698243,
User 26,page1,69.833500,897.733200,794.855250,0.032710,167.259993,
User 26,page1,69.882810,892.220000,770.451500,0.065920,25.018761,
User 26,page1,69.964840,857.690400,802.378500,0.033210,47.027934,
User 26,page1,70.014160,906.318000,802.982250,0.050290,48.631348,
User 26,page1,70.113770,800.158800,766.599750,0.032710,112.220595,
User 26,page1,70.179690,870.517200,801.885000,0.032220,78.710567,
User 26,page1,70.279790,1071.520800,818.765500,0.063470,201.711176,
User 26,page1,70.359860,1063.528800,792.195000,0.131840,27.746415,
User 26,page1,70.508300,1040.827200,776.170500,0.017580,27.787538,
User 26,page1,70.557130,1138.908960,807.170700,0.098140,102.864202,
User 26,page1,70.720700,510.031200,821.160577,0.230470,629.033349,
User 26,page1,71.016600,661.966400,835.316500,0.345220,152.593234,
User 26,page1,71.397460,755.996640,831.915000,0.079100,94.091744,
User 26,page1,71.493160,798.316400,795.840500,0.098640,55.608737,
User 26,page1,71.673830,895.456800,831.117000,0.115230,103.347418,
User 26,page1,71.821780,892.264800,865.473000,0.049310,34.503965,
User 26,page1,71.937990,1097.120400,825.101625,0.458490,208.795749,
User 26,page1,72.413090,1051.124400,839.627250,0.246090,48.235110,
User 26,page1,72.676760,1056.711600,821.475375,0.097650,18.992298,
User 26,page1,72.791500,1084.258560,821.295300,0.082040,27.547549,
User 26,page1,72.955080,751.392923,860.452385,0.213870,335.160871,
User 26,page1,73.218260,870.432436,849.729682,0.229490,119.521471,
User 26,page1,73.530270,1044.179564,833.628409,0.197270,174.491591,
User 26,page1,73.760250,1144.369800,816.170250,0.066410,101.699906,
User 26,page1,73.941410,533.929200,809.229750,0.032710,610.480054,
User 26,page1,73.990720,535.610400,856.756500,0.114750,47.556476,
User 26,page1,74.122560,534.660000,907.226250,0.032710,50.478698,
User 26,page1,74.223630,772.025673,826.245000,0.193360,250.799572,
User 26,page1,74.482910,879.788000,837.800250,0.098140,108.380086,
User 26,page1,74.631350,1024.213400,847.158375,0.229980,144.728265,
User 26,page1,74.894040,1118.371520,854.545300,0.246100,94.447436,
User 26,page1,75.222170,776.443500,813.739500,0.133790,344.354300,
User 26,page1,75.452150,560.691600,886.220125,0.197260,227.601238,
User 26,page1,75.698730,678.575100,862.545469,0.262210,120.237303,
User 26,page1,75.994140,763.555800,874.881000,0.064940,85.871326,
User 26,page1,76.075680,757.064000,891.416750,0.098640,17.764417,
User 26,page1,76.223630,989.335200,838.204500,0.016120,238.288594,
User 26,page1,76.273930,975.710400,868.539000,0.081540,33.253828,
User 26,page1,76.443360,1108.114560,883.707300,0.077150,133.270173,
User 26,page1,76.601560,651.194880,914.946900,0.082520,457.986361,
User 26,page1,76.717770,606.337200,896.238000,0.032230,48.602823,
User 26,page1,76.832030,819.033600,909.081833,0.180670,213.083839,
User 26,page1,77.062010,933.858240,893.741100,0.082030,115.844879,
User 26,page2,0.065430,1082.314800,904.003800,0.197270,0.000000,protection_privacy
User 26,page2,0.347170,574.216364,25.596136,0.358880,0.000000,act_procedures_cont
User 26,page2,0.757320,680.484000,31.468500,0.017090,106.429766,act_procedures_cont
User 26,page2,1.297360,814.816800,8.676500,0.049810,136.252620,act_procedures_cont
User 26,page2,1.790530,1061.214000,59.125500,0.033200,251.508811,act_procedures_cont
User 26,page2,2.070310,574.740600,27.155625,0.082030,487.522760,act_procedures_cont
User 26,page2,2.382810,713.703200,44.936500,0.049320,140.095552,act_procedures_cont
User 26,page2,2.695310,1090.975200,48.478500,0.016600,377.288627,act_procedures_cont
User 26,page2,2.728520,1054.398240,46.725000,0.114740,36.618967,act_procedures_cont
User 26,page2,3.072270,851.037600,24.360000,0.016600,204.586762,act_procedures_cont
User 26,page2,3.105470,891.928800,22.955625,0.147460,40.915309,act_procedures_cont
User 26,page2,3.302250,973.459200,35.777000,0.049310,82.532380,act_procedures_cont
User 26,page2,3.453130,541.422000,3.701250,0.030760,433.226264,act_procedures_cont
User 26,page2,3.517580,566.056400,63.476000,0.097650,64.651948,act_procedures_cont
User 26,page2,3.731930,729.565200,6.426000,0.080570,173.175721,act_procedures_cont
User 26,page2,3.860840,891.819600,45.792750,0.248540,166.961766,act_procedures_cont
User 26,page2,4.176760,1048.154800,19.775000,0.111330,158.485388,act_procedures_cont
User 26,page2,4.370120,571.011000,69.500375,0.196770,479.727859,act_procedures_cont
User 26,page2,4.599610,692.235600,150.108000,0.033200,145.578133,participation_time
User 26,page2,4.665530,688.836400,61.600000,0.098630,88.573250,act_procedures_cont
User 26,page2,4.797360,811.297200,86.668750,0.115240,125.000359,act_procedures_cont
User 26,page2,5.010740,562.954560,65.998800,0.082520,249.201352,act_procedures_cont
User 26,page2,5.357910,863.792160,33.854100,0.194820,302.550067,act_procedures_cont
User 26,page2,5.618650,1024.331467,78.782667,0.198240,166.707664,act_procedures_cont
User 26,page2,5.947750,615.407752,79.483914,0.493660,408.924316,act_procedures_cont
User 26,page2,6.473630,696.901800,84.672000,0.066410,81.659024,act_procedures_cont
User 26,page2,6.587400,825.165600,55.629000,0.016600,131.510829,act_procedures_cont
User 26,page2,6.637210,807.396000,107.620500,0.147950,54.944288,act_procedures_cont
User 26,page2,6.851070,902.027280,77.471100,0.164070,99.318002,act_procedures_cont
User 26,page2,7.081050,1092.604800,71.429750,0.098640,190.673252,act_procedures_cont
User 26,page2,7.245120,646.598400,86.499000,0.147950,446.260900,act_procedures_cont
User 26,page2,7.475100,846.095600,68.019000,0.115230,200.351299,act_procedures_cont
User 26,page2,7.606450,819.756000,52.216500,0.017570,30.716340,act_procedures_cont
User 26,page2,7.672360,979.574400,57.802500,0.016600,159.915992,act_procedures_cont
User 26,page2,7.705080,996.956800,81.098500,0.098630,29.066328,act_procedures_cont
User 26,page2,7.853030,1074.880800,46.368000,0.016600,85.313290,act_procedures_cont
User 26,page2,7.951660,953.312945,31.731955,0.213380,122.445731,act_procedures_cont
User 26,page2,8.230470,603.277920,93.767100,0.100580,355.489632,act_procedures_cont
User 26,page2,8.347170,614.796000,164.923500,0.032710,72.082588,participation_time
User 26,page2,8.444340,716.856000,150.244500,0.116210,103.110216,participation_time
User 26,page2,8.608890,832.020000,111.678000,0.016110,121.450080,act_procedures_cont
User 26,page2,8.642090,827.907360,103.527900,0.081540,9.128961,act_procedures_cont
User 26,page2,9.036130,751.255050,136.374656,0.263190,83.393561,act_procedures_cont
User 26,page2,9.348140,1004.304000,128.593500,0.016120,253.168555,act_procedures_cont
User 26,page2,9.397460,989.062200,204.167250,0.065430,77.095422,risks_discomforts
User 26,page2,9.479490,982.773120,142.629900,0.081550,61.857885,act_procedures_cont
User 26,page2,9.610350,1075.223100,185.150438,0.147950,101.759495,participation_time
User 26,page2,9.889650,571.887867,158.728500,0.313480,504.028249,participation_time
User 26,page2,10.268070,685.158600,143.842125,0.132810,114.244751,act_procedures_cont
User 26,page2,10.432130,821.866691,196.595318,0.246090,146.533278,risks_discomforts
User 26,page2,10.728520,914.474400,106.907062,0.146480,128.919242,act_procedures_cont
User 26,page2,10.908200,1001.920800,176.142000,0.165530,111.536314,participation_time
User 26,page2,11.106450,1093.310400,176.001000,0.032710,91.389709,participation_time
User 26,page2,11.237300,575.710240,188.003200,0.262700,517.739296,participation_time
User 26,page2,11.549320,703.119480,186.920475,0.361320,127.413840,participation_time
User 26,page2,11.943850,645.330933,197.443167,0.163570,58.738771,risks_discomforts
User 26,page2,12.159180,743.097600,207.469500,0.015140,98.279441,risks_discomforts
User 26,page2,12.190920,714.840000,186.301500,0.016600,35.306886,participation_time
User 26,page2,12.256840,837.911760,232.786050,0.212400,131.557864,risks_discomforts
User 26,page2,12.501950,953.731200,279.945000,0.114750,125.052426,possible_benefits
User 26,page2,12.633300,997.609200,291.611250,0.033200,45.402426,possible_benefits
User 26,page2,12.733890,1096.141200,224.474250,0.030760,119.230582,risks_discomforts
User 26,page2,12.863280,612.905354,256.611923,0.229980,484.303328,risks_discomforts
User 26,page2,13.125980,717.691800,253.746938,0.131830,104.825605,risks_discomforts
User 26,page2,13.339840,887.118400,234.955000,0.114750,170.465567,risks_discomforts
User 26,page2,13.471680,870.782400,282.645000,0.114750,50.410326,possible_benefits
User 26,page2,13.621580,960.960000,265.284250,0.128910,91.833519,possible_benefits
User 26,page2,13.816410,1064.439600,290.078250,0.032710,106.408506,possible_benefits
User 26,page2,13.947270,617.915760,315.815850,0.197750,447.264982,possible_benefits
User 26,page2,14.214360,766.281600,329.117250,0.144040,148.960900,possible_benefits
User 26,page2,14.408200,871.277867,308.176167,0.229500,107.064210,possible_benefits
User 26,page2,14.686520,782.342400,200.742937,0.165040,139.468333,risks_discomforts
User 26,page2,14.916990,943.710982,195.451773,0.181150,161.455305,risks_discomforts
User 26,page2,15.147460,1027.152000,221.991000,0.016110,87.559889,risks_discomforts
User 26,page2,15.229490,783.601200,224.149500,0.246100,243.560365,risks_discomforts
User 26,page2,15.574220,573.792800,400.309000,0.049800,273.955716,exclusion_inclusion
User 26,page2,16.019530,576.062400,419.641500,0.130860,19.465268,exclusion_inclusion
User 26,page2,16.203130,752.384267,418.698000,0.143060,176.324391,exclusion_inclusion
User 26,page2,16.379390,878.156533,406.630000,0.164070,126.349910,exclusion_inclusion
User 26,page2,16.594730,1014.451200,408.586500,0.016110,136.308709,exclusion_inclusion
User 26,page2,16.626950,1000.400800,417.480000,0.098640,16.628532,exclusion_inclusion
User 26,page2,16.773440,1106.431200,418.120500,0.032710,106.032335,exclusion_inclusion
User 26,page2,16.822750,1097.140800,464.383500,0.016610,47.186616,exclusion_inclusion
User 26,page2,16.958500,592.704000,473.712167,0.160150,504.523051,exclusion_inclusion
User 26,page2,17.167970,666.181600,421.786750,0.099120,89.973366,exclusion_inclusion
User 26,page2,17.348140,830.424000,393.355500,0.131840,166.685038,exclusion_inclusion
User 26,page2,17.545410,946.500800,414.253000,0.147950,117.942906,exclusion_inclusion
User 26,page2,17.728030,1059.450000,426.407625,0.063960,113.601306,exclusion_inclusion
User 26,page2,17.874020,613.055874,493.233632,0.312020,451.368399,exclusion_inclusion
User 26,page2,18.219240,550.099200,511.833000,0.016110,65.646624,mandatory_reporting
User 26,page2,18.252440,596.095733,506.716000,0.180180,46.280285,mandatory_reporting
User 26,page2,18.465820,676.137382,516.729818,0.198240,80.665619,mandatory_reporting
User 26,page2,18.728030,883.053600,493.491000,0.131830,208.217108,exclusion_inclusion
User 26,page2,18.909670,1062.892320,506.341500,0.098630,180.297256,mandatory_reporting
User 26,page2,19.090330,580.511077,525.722077,0.246100,482.770412,mandatory_reporting
User 26,page2,19.435550,838.847520,513.250500,0.097650,258.637310,mandatory_reporting
User 26,page2,19.599120,1045.643200,535.158167,0.165530,207.952877,mandatory_reporting
User 26,page2,19.780270,1074.780000,477.645000,0.016120,64.472610,exclusion_inclusion
User 26,page2,19.829590,1118.258400,539.889000,0.033200,75.925535,mandatory_reporting
User 26,page2,19.993160,650.578133,551.401667,0.164070,467.821946,mandatory_reporting
User 26,page2,20.174320,677.880000,557.455500,0.016110,27.964993,mandatory_reporting
User 26,page2,20.223630,574.015200,603.060000,0.130860,113.435740,mandatory_reporting
User 26,page2,20.371090,549.091200,559.739250,0.033210,49.978927,mandatory_reporting
User 26,page2,20.420900,596.954400,571.084500,0.016110,49.189436,mandatory_reporting
User 26,page2,20.470210,526.176000,553.434000,0.016120,72.946022,mandatory_reporting
User 26,page2,20.502930,605.363564,610.305818,0.179690,97.493969,equipment_devices
User 26,page2,20.699220,660.102240,642.555900,0.083010,63.532594,equipment_devices
User 26,page2,20.814940,746.172000,634.087125,0.082030,86.485396,equipment_devices
User 26,page2,20.913570,756.491400,604.721250,0.082040,31.126269,mandatory_reporting
User 26,page2,21.061520,899.455200,644.847000,0.032720,148.488127,equipment_devices
User 26,page2,21.110840,935.592000,593.741400,0.082030,62.591139,mandatory_reporting
User 26,page2,21.242190,1029.758400,597.207000,0.147460,94.230151,mandatory_reporting
User 26,page2,21.406250,1098.491520,646.537500,0.081540,84.603428,equipment_devices
User 26,page2,21.570310,544.507200,646.824750,0.230470,553.984394,equipment_devices
User 26,page2,21.883790,726.657867,638.944833,0.163090,182.321031,equipment_devices
User 26,page2,22.079590,839.979467,642.563833,0.147950,113.379373,equipment_devices
User 26,page2,22.309570,524.447280,648.784500,0.213870,315.593500,equipment_devices
User 26,page2,22.588870,724.987200,686.798700,0.115230,204.111095,equipment_devices
User 26,page2,22.835450,982.044000,667.495500,0.032710,257.780550,equipment_devices
User 26,page2,22.885250,975.821280,683.562600,0.082520,17.230030,equipment_devices
User 26,page2,23.016110,1095.057600,701.310750,0.050300,120.549977,equipment_devices
User 26,page2,23.163570,751.615200,650.212500,0.017090,347.222858,equipment_devices
User 26,page2,23.295410,578.175537,745.120895,0.361820,197.709181,equipment_devices
User 26,page2,23.673830,590.667840,775.070100,0.180170,32.450155,protection_privacy
User 26,page2,23.903320,753.556533,761.310667,0.168460,163.468800,protection_privacy
User 26,page2,24.150880,963.225900,783.088688,0.148440,210.797357,protection_privacy
User 26,page2,24.364750,1093.596000,812.474250,0.049800,133.640841,protection_privacy
User 26,page2,24.495120,598.790182,832.071545,0.196290,495.193752,protection_privacy
User 26,page2,24.707520,553.602000,832.503000,0.032710,45.190242,protection_privacy
User 26,page2,24.773930,625.766400,844.777500,0.016110,73.200847,protection_privacy
User 26,page2,24.806640,602.028000,861.462000,0.016600,29.015240,protection_privacy
User 26,page2,24.858400,710.844960,834.903300,0.079590,112.011139,protection_privacy
User 26,page2,24.954590,709.993200,856.432500,0.049320,21.546043,protection_privacy
User 26,page2,25.053710,784.350000,803.880000,0.031740,91.053275,protection_privacy
User 26,page2,25.102050,813.363600,714.687750,0.033200,93.792571,equipment_devices
User 26,page2,25.151860,791.341600,776.219500,0.050780,65.353843,protection_privacy
User 26,page2,25.383790,644.943600,759.412500,0.096680,147.359593,protection_privacy
User 26,page3,0.346190,635.930400,46.396000,0.049320,0.000000,protection_privacy_cont
User 26,page3,0.606930,531.014400,8.032500,0.032720,111.710005,protection_privacy_cont
User 26,page3,0.985840,761.611200,10.053750,0.032230,230.605658,protection_privacy_cont
User 26,page3,1.150880,1000.322400,13.426875,0.179200,238.735031,protection_privacy_cont
User 26,page3,1.346680,1002.237600,30.103500,0.115230,16.786239,protection_privacy_cont
User 26,page3,1.642090,600.633600,38.346000,0.016600,401.688575,protection_privacy_cont
User 26,page3,1.675290,631.523200,64.963500,0.049320,40.775712,protection_privacy_cont
User 26,page3,1.741210,619.694880,37.953300,0.081540,29.486608,protection_privacy_cont
User 26,page3,1.855960,563.341333,115.911833,0.183590,96.193841,contact
User 26,page3,2.085940,631.134000,123.774000,0.098140,68.247046,contact
User 26,page3,2.266110,574.828800,409.752000,0.197270,291.468166,consent
User 26,page3,2.512700,580.946800,157.204250,0.098630,252.621844,contact
User 26,page3,2.676760,673.049236,141.073227,0.196780,93.504378,contact
User 26,page3,2.922850,773.021455,90.399273,0.197270,112.081640,protection_privacy_cont
User 26,page3,3.153320,844.153800,157.996125,0.066410,98.128207,contact
User 26,page3,3.236820,851.797800,71.957813,0.130370,86.377207,protection_privacy_cont
User 26,page3,3.416990,982.599164,144.004159,0.377440,149.330750,contact
User 26,page3,3.811520,1037.475600,158.249000,0.097660,56.695139,contact
User 26,page3,3.974610,927.654000,80.220000,0.032710,134.719370,protection_privacy_cont
User 26,page3,4.057130,902.218800,161.325500,0.147460,85.000303,contact
User 26,page3,4.221190,898.497600,95.753000,0.049810,65.678003,protection_privacy_cont
User 26,page3,4.319820,1034.902400,122.216500,0.049320,138.948142,contact
User 26,page3,4.401860,1056.068160,218.975400,0.083000,99.046828,contact
User 26,page3,4.502440,1060.550400,145.286750,0.097170,73.824844,contact
User 26,page3,4.665040,601.524000,243.579000,0.016600,469.432213,contact
User 26,page3,4.698240,560.460600,186.654125,0.213380,70.190058,contact
User 26,page3,4.927730,639.574473,165.394091,0.197270,81.920656,contact
User 26,page3,5.158200,766.054154,164.940462,0.229980,126.480495,contact
User 26,page3,5.454100,875.690400,161.050500,0.114260,109.705234,contact
User 26,page3,5.584960,868.280000,107.082500,0.049320,54.474389,protection_privacy_cont
User 26,page3,5.700200,709.384200,138.554500,0.197260,161.982598,contact
User 26,page3,6.242680,892.130400,162.162000,0.015620,184.264722,contact
User 26,page3,6.274900,879.648000,100.488500,0.049810,62.924009,protection_privacy_cont
User 26,page3,6.372560,996.406320,155.683500,0.180660,129.147177,contact
User 26,page3,6.570310,1051.232700,138.563250,0.131350,57.437226,contact
User 26,page3,6.718260,1092.084000,195.520500,0.017090,70.092489,contact
User 26,page3,6.817870,575.215200,177.959250,0.246090,517.167046,contact
User 26,page3,7.129390,740.896800,196.339500,0.016120,166.698009,contact
User 26,page3,7.179200,722.950200,139.471500,0.196290,59.632624,contact
User 26,page3,7.409180,872.222400,151.972333,0.146970,149.794728,contact
User 26,page3,7.621580,1048.336800,188.769000,0.016600,179.917416,contact
User 26,page3,7.671390,1079.080800,249.889500,0.016110,68.417169,contact
User 26,page3,7.722170,1057.476000,183.112125,0.063960,70.185363,contact
User 26,page3,7.802730,1068.177600,251.910750,0.032720,69.625965,contact
User 26,page3,7.852050,1050.477120,212.198700,0.082030,43.478200,contact
User 26,page3,7.950680,1125.163200,228.396000,0.017580,76.422268,contact
User 26,page3,7.982910,1111.311600,174.210750,0.033690,55.927705,contact
User 26,page3,8.115230,577.766400,178.216500,0.131350,533.560237,contact
User 26,page3,8.295900,633.763200,266.490000,0.016110,104.536369,contact
User 26,page3,8.377440,750.780800,176.649667,0.147950,147.527639,contact
User 26,page3,8.591310,852.176267,175.413000,0.147950,101.403008,contact
User 26,page3,8.788570,1007.169046,189.337615,0.229980,155.617019,contact
User 26,page3,9.133300,623.330400,226.915500,0.099120,385.673701,contact
User 26,page3,9.314450,912.441600,196.835471,0.377440,290.671798,contact
User 26,page3,9.742190,593.309850,212.572500,0.278810,319.519527,contact
User 26,page3,10.168460,1070.972509,197.086909,0.179680,477.913611,contact
User 26,page3,10.365720,1064.520800,165.389000,0.048830,32.347828,contact
User 26,page3,10.529790,646.164960,195.665400,0.081050,419.449960,contact
User 26,page3,10.644530,560.290080,198.338700,0.099120,85.916480,contact
User 26,page3,10.760740,517.245120,188.533800,0.081550,44.147533,contact
User 26,page3,10.925290,673.579200,171.454500,0.014650,157.264259,contact
User 26,page3,10.974120,734.473600,215.446000,0.098150,75.122434,contact
User 26,page3,11.137700,814.821000,175.499625,0.131340,89.729692,contact
User 26,page3,11.301760,936.583200,205.241167,0.147460,125.341903,contact
User 26,page3,11.498540,1029.580533,211.305500,0.180660,93.194850,contact
User 26,page3,11.794920,582.405600,207.469500,0.017090,447.191386,contact
User 26,page3,11.828130,580.277600,203.033250,0.098630,4.920234,contact
User 26,page3,11.943360,564.782400,200.560500,0.032710,15.691262,contact
User 26,page3,12.041500,705.993600,207.529500,0.130860,141.383061,contact
User 26,page3,12.189450,750.489600,214.343769,0.263190,45.014756,contact
User 26,page3,12.501460,856.198165,206.252118,0.278330,106.017807,contact
User 26,page3,12.862300,636.602400,277.567500,0.017580,230.885651,contact
User 26,page3,12.929200,563.589600,244.398000,0.032710,80.194044,contact
User 26,page3,13.026860,783.232800,278.407500,0.147940,222.260616,contact
User 26,page3,13.224120,921.197760,295.862700,0.115240,139.064784,contact
User 26,page3,13.389650,1064.439600,303.154250,0.098140,143.427304,contact
User 26,page3,13.552250,596.764800,272.193000,0.131340,468.698536,contact
User 26,page3,13.734860,734.171200,328.891500,0.112800,148.644673,contact
User 26,page3,13.896970,822.150000,344.982750,0.034180,89.438233,consent
User 26,page3,14.014160,594.736800,389.326000,0.080570,231.696110,consent
User 26,page3,14.111820,622.910400,426.457500,0.016110,46.610085,consent
User 26,page3,14.209960,746.464600,353.219125,0.214360,143.629732,consent
User 26,page3,14.457030,841.209600,372.382500,0.032720,96.663592,consent
User 26,page3,14.507320,836.059467,432.133333,0.147470,59.972377,consent
User 26,page3,14.723630,1001.061600,397.322625,0.126960,168.634188,consent
User 26,page3,14.932620,620.730133,434.511000,0.164060,382.145260,consent
User 26,page3,15.163090,759.141600,426.368250,0.032220,138.650779,consent
User 26,page3,15.280760,581.784000,488.126333,0.161130,187.802500,consent
User 26,page3,15.474120,733.322100,480.977437,0.148930,151.706633,consent
User 26,page3,15.640140,737.083200,462.626500,0.082520,18.732399,consent
User 27,calibration,0.049320,688.296000,646.604000,0.049310,0.000000,
User 27,calibration,0.164060,578.825100,443.653875,0.139650,0.000000,
User 27,calibration,0.363770,373.060800,251.758500,0.016600,281.358814,
User 27,calibration,0.427250,436.934400,307.415500,0.100090,84.720354,
User 27,calibration,0.542480,427.737015,295.534152,1.461430,15.025256,
User 27,calibration,2.020510,427.308000,263.387250,0.033690,32.149765,
User 27,calibration,2.070800,421.402036,291.224818,0.623050,28.457171,
User 27,calibration,2.710450,429.117150,332.745656,0.263180,42.231540,
User 27,calibration,3.039060,853.333733,291.324167,2.415040,426.234031,
User 27,calibration,5.470700,856.461103,301.630603,0.558600,10.770473,
User 27,calibration,6.061520,847.711200,198.271500,0.049320,103.728805,
User 27,calibration,6.176760,1289.013600,302.190000,0.016110,453.372764,
User 27,calibration,6.209470,1257.255300,370.552875,0.131350,75.379522,
User 27,calibration,6.390630,1284.956565,332.839088,0.936030,46.794121,
User 27,calibration,7.343260,1289.500800,347.166500,1.116700,15.030795,
User 27,calibration,8.476560,1299.917472,352.378740,0.427250,11.647940,
User 27,calibration,8.919920,1271.844000,358.971900,0.082520,28.837295,
User 27,calibration,9.101070,518.716800,385.969500,0.065430,753.610941,
User 27,calibration,9.250000,393.852000,490.455000,0.130370,162.814121,
User 27,calibration,9.396970,383.944400,478.826250,0.147460,15.277054,
User 27,calibration,9.610350,403.873292,506.033769,0.213380,33.725507,
User 27,calibration,9.856930,325.684800,487.357500,0.016120,80.388080,
User 27,calibration,9.906250,388.525200,529.693500,0.032710,75.771055,
User 27,calibration,9.955570,400.429976,504.316853,0.278810,28.030304,
User 27,calibration,10.267090,406.832712,510.643479,1.856930,9.001179,
User 27,calibration,12.238770,851.811579,521.093816,1.314940,445.101563,
User 27,calibration,13.602540,879.673200,517.590281,0.379390,28.081038,
User 27,calibration,13.996580,880.635360,504.849000,0.706550,12.777558,
User 27,calibration,14.752930,1283.436000,572.596500,0.015140,408.458173,
User 27,calibration,14.785640,1253.280000,571.557000,0.016120,30.173911,
User 27,calibration,14.817870,1288.746900,532.325391,0.542480,52.886862,
User 27,calibration,15.376460,1287.260136,544.365737,1.018560,12.131794,
User 27,calibration,16.411620,1330.434000,522.705750,0.032230,48.302563,
User 27,calibration,16.460940,1267.664160,556.105200,0.082030,71.102574,
User 27,calibration,16.559570,1314.062400,505.632750,0.049320,68.558478,
User 27,calibration,16.658200,1304.697882,565.932088,0.279300,61.022163,
User 27,calibration,17.068850,444.287200,683.224500,0.049310,868.368615,
User 27,calibration,17.150880,390.212200,763.793625,0.229980,97.033445,
User 27,calibration,17.397460,401.668848,750.466290,1.067380,17.574773,
User 27,calibration,18.481930,386.984970,771.396615,1.183110,25.567455,
User 27,calibration,19.763670,835.588492,794.917981,1.526860,449.219740,
User 27,calibration,21.323240,873.807200,775.192250,0.098640,43.009000,
User 27,calibration,21.438480,846.694154,808.758462,0.591790,43.148671,
User 27,calibration,22.129390,1205.702400,779.474500,0.049320,360.200599,
User 27,calibration,22.194820,1255.581600,808.975125,0.065430,57.950164,
User 27,calibration,22.276860,1278.734800,805.037333,0.689450,23.485674,
User 27,calibration,22.982420,1297.756320,797.125980,0.443850,20.601159,
User 27,calibration,23.459470,1288.000800,776.394500,0.426760,22.912102,
User 27,calibration,23.903320,1339.699200,744.922500,0.032230,60.524469,
User 27,calibration,23.952150,1265.493600,755.548500,0.016600,74.962544,
User 27,calibration,24.001950,1331.517600,792.088500,0.016600,75.460852,
