subj,cond,AOI,duration,order
User 5,page1,bb,0.065610,1
User 5,page1,bb,0.081120,2
User 5,page1,bc,0.031800,3
User 5,page1,bb,0.049860,4
User 5,page1,bc,0.013060,5
User 5,page1,bc,0.033140,6
User 5,page1,bc,0.132260,7
User 5,page1,bc,0.013370,8
User 5,page1,bc,0.195980,9
User 5,page1,bc,0.065850,10
User 5,page1,bc,0.215090,11
User 5,page1,bc,0.016360,12
User 5,page1,bc,0.099790,13
User 5,page1,bc,0.032110,14
User 5,page1,bc,0.017760,15
User 5,page1,bc,0.063540,16
User 5,page1,bc,0.032350,17
User 5,page1,bc,0.048650,18
User 5,page1,bc,0.032720,19
User 5,page1,cc,0.016110,20
User 5,page1,bc,0.015990,21
User 5,page1,cc,0.050170,22
User 5,page1,cc,0.049010,23
User 5,page1,cc,0.015630,24
User 5,page1,cc,0.180120,25
User 5,page1,cc,0.049500,26
User 5,page1,cc,0.049920,27
User 5,page1,cc,0.032410,28
User 5,page1,cc,0.031980,29
User 5,page1,bc,0.016170,30
User 5,page1,bc,0.015500,31
User 5,page1,bc,0.016420,32
User 5,page1,bc,0.032230,33
User 5,page1,bc,0.031310,34
User 5,page1,bc,0.015810,35
User 5,page1,bc,0.197940,36
User 5,page1,bc,0.098510,37
User 5,page1,bc,0.017330,38
User 5,page1,bc,0.066530,39
User 5,page1,bc,0.131720,40
User 5,page1,bc,0.017390,41
User 5,page1,bc,0.099610,42
User 5,page1,bc,0.165590,43
User 5,page1,bc,0.016850,44
User 5,page1,cc,0.016780,45
User 5,page1,bc,0.081600,46
User 5,page1,bc,0.016240,47
User 5,page1,cc,0.015930,48
User 5,page1,cc,0.083310,49
User 5,page1,cc,0.131110,50
User 5,page1,cc,0.019470,51
User 5,page1,cc,0.081120,52
User 5,page1,bc,0.033510,53
User 5,page1,bc,0.196350,54
User 5,page1,bc,0.098330,55
User 5,page1,bc,0.049680,56
User 5,page1,cc,0.031620,57
User 5,page1,cc,0.097350,58
User 5,page1,cc,0.032960,59
User 5,page1,cc,0.015990,60
User 5,page1,cc,0.015440,61
User 5,page1,cc,0.016600,62
User 5,page1,cc,0.130500,63
User 5,page1,bc,0.016360,64
User 5,page1,bc,0.131170,65
User 5,page1,bc,0.049930,66
User 5,page1,bc,0.049440,67
User 5,page1,bc,0.033200,68
User 5,page1,bc,0.015510,69
User 5,page1,bc,0.016720,70
User 5,page1,bc,0.066460,71
User 5,page1,bc,0.049500,72
User 5,page1,bc,0.082340,73
User 5,page1,bc,0.164550,74
User 5,page1,bc,0.032590,75
User 5,page1,bc,0.164860,76
User 5,page1,cc,0.015750,77
User 5,page1,cc,0.164980,78
User 5,page1,cc,0.148920,79
User 5,page1,cc,0.049070,80
User 5,page1,cc,0.079100,81
User 5,page1,bc,0.192200,82
User 5,page1,bc,0.098700,83
User 5,page1,bc,0.032540,84
User 5,page1,bc,0.066650,85
User 5,page1,bc,0.148430,86
User 5,page1,bc,0.343930,87
User 5,page1,bc,0.031920,88
User 5,page1,bc,0.032650,89
User 5,page1,bc,0.114010,90
User 5,page1,bc,0.129520,91
User 5,page1,bc,0.295590,92
User 5,page1,cc,0.197510,93
User 5,page1,cc,0.165710,94
User 5,page1,cc,0.016350,95
User 5,page1,cc,0.099310,96
User 5,page1,bc,0.049680,97
User 5,page1,bc,0.065740,98
User 5,page1,bc,0.031920,99
User 5,page1,cc,0.049930,100
User 5,page1,cc,0.115240,101
User 5,page1,bc,0.033320,102
User 5,page1,bc,0.033150,103
User 5,page1,bc,0.033320,104
User 5,page1,cc,0.015510,105
User 5,page1,cc,0.032410,106
User 5,page1,cc,0.033200,107
User 5,page1,cc,0.083920,108
User 5,page1,cc,0.131040,109
User 5,page1,cc,0.130980,110
User 5,page1,cc,0.015380,111
User 5,page1,cc,0.016290,112
User 5,page1,cc,0.065550,113
User 5,page1,cc,0.032100,114
User 5,page1,cc,0.033140,115
User 5,page1,cc,0.115300,116
User 5,page1,bc,0.098820,117
User 5,page1,bc,0.064820,118
User 5,page1,bc,0.213990,119
User 5,page1,bc,0.360960,120
User 5,page1,bc,0.295050,121
User 5,page1,cc,0.081910,122
User 5,page1,cc,0.033260,123
User 5,page1,cc,0.016050,124
User 5,page1,cc,0.147280,125
User 5,page1,cc,0.016360,126
User 5,page1,cc,0.032290,127
User 5,page1,cc,0.016180,128
User 5,page1,cc,0.098390,129
User 5,page1,bc,0.246270,130
User 5,page1,bc,0.015020,131
User 5,page1,bc,0.032890,132
User 5,page1,bc,0.048700,133
User 5,page1,bc,0.032720,134
User 5,page1,bc,0.016110,135
User 5,page1,bc,0.082450,136
User 5,page1,bc,0.017450,137
User 5,page1,bc,0.048160,138
User 5,page1,bc,0.015930,139
User 5,page1,bc,0.081780,140
User 5,page1,bc,0.084540,141
User 5,page1,bc,0.031560,142
User 5,page1,bc,0.012820,143
