subj,cond,AOI,duration,order
User 6,page1,da,0.213260,1
User 6,page1,bc,0.033810,2
User 6,page1,bb,0.014770,3
User 6,page1,bc,0.080200,4
User 6,page1,bc,0.050170,5
User 6,page1,bc,0.016480,6
User 6,page1,bc,0.031250,7
User 6,page1,bc,0.016480,8
User 6,page1,bc,0.033090,9
User 6,page1,bc,0.147830,10
User 6,page1,bc,0.230960,11
User 6,page1,bc,0.015860,12
User 6,page1,bc,0.033200,13
User 6,page1,cc,0.064570,14
User 6,page1,cc,0.033090,15
User 6,page1,cc,0.016720,16
User 6,page1,bc,0.164560,17
User 6,page1,bc,0.050170,18
User 6,page1,cc,0.179570,19
User 6,page1,cc,0.016720,20
User 6,page1,cc,0.065430,21
User 6,page1,cc,0.182500,22
User 6,page1,cc,0.917600,23
User 6,page1,cc,0.229740,24
User 6,page1,cc,0.016840,25
User 6,page1,cc,0.016480,26
User 6,page1,cc,0.213500,27
User 6,page1,cc,0.082890,28
User 6,page1,cc,0.272710,29
User 6,page1,cc,0.099730,30
User 6,page1,cc,0.079840,31
User 6,page1,cc,0.032590,32
User 6,page1,cc,0.098390,33
User 6,page1,cc,0.018550,34
User 6,page1,cc,0.131110,35
User 6,page1,cc,0.279540,36
User 6,page1,bc,0.262700,37
User 6,page1,bc,0.065430,38
User 6,page1,bc,0.032590,39
User 6,page1,bc,0.016480,40
User 6,page1,bc,0.032960,41
User 6,page1,bc,0.016360,42
User 6,page1,bc,0.016730,43
User 6,page1,bc,0.180420,44
User 6,page1,bc,0.016360,45
User 6,page1,bc,0.032230,46
User 6,page1,bc,0.049800,47
User 6,page1,bc,0.082150,48
User 6,page1,bc,0.164920,49
User 6,page1,bc,0.016350,50
User 6,page1,bc,0.131590,51
User 6,page1,cc,0.082280,52
User 6,page1,cc,0.164550,53
User 6,page1,cc,0.128290,54
User 6,page1,cc,0.032470,55
User 6,page1,cc,0.016730,56
User 6,page1,cc,0.164300,57
User 6,page1,cc,0.212400,58
User 6,page1,cc,0.016480,59
User 6,page1,cc,0.146490,60
User 6,page1,bc,0.032960,61
User 6,page1,bc,0.098270,62
User 6,page1,bc,0.115110,63
User 6,page1,bc,0.016110,64
User 6,page1,bc,0.048960,65
User 6,page1,bc,0.032470,66
User 6,page1,bc,0.065190,67
User 6,page1,bc,0.328250,68
User 6,page1,bc,0.164550,69
User 6,page1,bc,0.032350,70
User 6,page1,bc,0.097050,71
User 6,page1,cc,0.232170,72
User 6,page1,bc,0.016110,73
User 6,page1,cc,0.131230,74
User 6,page1,cc,0.032350,75
User 6,page1,cc,0.032230,76
User 6,page1,cc,0.066040,77
User 6,page1,cc,0.064210,78
User 6,page1,cc,0.016730,79
User 6,page1,cc,0.082030,80
User 6,page1,cc,0.427000,81
User 6,page1,cc,0.016480,82
User 6,page1,cc,0.032590,83
User 6,page1,cc,0.016480,84
User 6,page1,cc,0.069340,85
User 6,page1,bc,0.098270,86
User 6,page1,bc,0.067990,87
User 6,page1,bc,0.032470,88
User 6,page1,bc,0.032830,89
User 6,page1,bc,0.098510,90
User 6,page1,bc,0.016480,91
User 6,page1,bc,0.016110,92
User 6,page1,bc,0.098510,93
User 6,page1,bc,0.049560,94
User 6,page1,bc,0.065800,95
User 6,page1,bc,0.262940,96
User 6,page1,bc,0.065300,97
User 6,page1,bc,0.179810,98
User 6,page1,bc,0.016240,99
User 6,page1,bc,0.164430,100
User 6,page1,bc,0.032110,101
User 6,page1,cc,0.295290,102
User 6,page1,cc,0.229730,103
User 6,page1,cc,0.081290,104
User 6,page1,cc,0.082030,105
User 6,page1,cc,0.244750,106
User 6,page1,bc,0.114260,107
User 6,page1,bc,0.246580,108
User 6,page1,bc,0.050050,109
User 6,page1,bc,0.262460,110
User 6,page1,bc,0.033090,111
User 6,page1,bc,0.131230,112
User 6,page1,cc,0.114750,113
User 6,page1,cc,0.016480,114
User 6,page1,cc,0.326530,115
User 6,page1,cc,0.344970,116
User 6,page1,cc,0.114990,117
User 6,page1,bc,0.082150,118
User 6,page1,cc,0.164550,119
User 6,page1,bc,0.032710,120
User 6,page1,cc,0.032350,121
User 6,page1,cc,0.065800,122
User 6,page1,cc,0.230460,123
User 6,page1,cc,0.016240,124
User 6,page1,cc,0.115480,125
User 6,page1,cc,0.099250,126
User 6,page1,cc,0.114740,127
User 6,page1,cc,0.048950,128
User 6,page1,cc,0.032960,129
User 6,page1,cc,0.197140,130
User 6,page1,bc,0.082150,131
User 6,page1,bc,0.049430,132
User 6,page1,bc,0.032720,133
User 6,page1,bc,0.032710,134
User 6,page1,bc,0.147950,135
User 6,page1,bc,0.097900,136
User 6,page1,cc,0.328370,137
User 6,page1,cc,0.049320,138
User 6,page1,bc,0.115120,139
User 6,page1,bc,0.114260,140
User 6,page1,cc,0.066280,141
User 6,page1,bc,0.264400,142
User 6,page1,cc,0.148070,143
User 6,page1,bc,0.164550,144
User 6,page1,cc,0.311520,145
User 6,page1,cc,0.131710,146
User 6,page1,cc,0.263430,147
User 6,page1,cc,0.016480,148
User 6,page1,cc,0.017090,149
User 6,page1,bc,0.049440,150
User 6,page1,bb,0.032480,151
User 6,page1,bc,0.113900,152
User 6,page1,bb,0.033080,153
User 6,page1,bb,0.048830,154
User 6,page1,bb,0.081670,155
User 6,page1,cc,0.279670,156
User 6,page1,cc,0.018190,157
User 6,page1,cc,0.033080,158
User 6,page1,cb,0.049080,159
User 6,page1,cc,0.065920,160
User 6,page1,cc,0.147700,161
User 6,page1,bc,0.132440,162
User 6,page1,bb,0.115110,163
User 6,page1,bb,0.164430,164
User 6,page1,bc,0.048950,165
User 6,page1,bb,0.032960,166
User 6,page1,bc,0.033810,167
User 6,page1,cb,0.213620,168
