subj,cond,AOI,duration,order
User 5,page3,bc,0.016050,1
User 5,page3,bc,0.049500,2
User 5,page3,bc,0.032900,3
User 5,page3,bc,0.032830,4
User 5,page3,bb,0.015260,5
User 5,page3,bc,0.062080,6
User 5,page3,bc,0.030760,7
User 5,page3,bc,0.034240,8
User 5,page3,bc,0.012510,9
User 5,page3,cc,0.412290,10
User 5,page3,bc,0.278630,11
User 5,page3,bc,0.031920,12
User 5,page3,bc,0.097540,13
User 5,page3,bc,0.050290,14
User 5,page3,bc,0.032600,15
User 5,page3,bc,0.196840,16
User 5,page3,bc,0.114320,17
User 5,page3,bc,0.032040,18
User 5,page3,cc,0.048160,19
User 5,page3,cc,0.131830,20
User 5,page3,cc,0.066770,21
User 5,page3,cc,0.033140,22
User 5,page3,bc,0.115470,23
User 5,page3,bc,0.081970,24
User 5,page3,bc,0.017880,25
User 5,page3,bc,0.016420,26
User 5,page3,bc,0.179810,27
User 5,page3,bb,0.065800,28
User 5,page3,bc,0.064270,29
User 5,page3,bb,0.033870,30
User 5,page3,bc,0.181090,31
User 5,page3,bc,0.032650,32
User 5,page3,bb,0.166080,33
User 5,page3,bb,0.032900,34
User 5,page3,bb,0.133060,35
User 5,page3,bb,0.147770,36
User 5,page3,bc,0.051760,37
User 5,page3,bb,0.014890,38
User 5,page3,bb,0.132450,39
User 5,page3,bb,0.066590,40
User 5,page3,bb,0.015570,41
User 5,page3,bb,0.032410,42
User 5,page3,bb,0.013240,43
User 5,page3,bb,0.149960,44
User 5,page3,bb,0.016720,45
User 5,page3,bb,0.049130,46
User 5,page3,bb,0.049320,47
User 5,page3,bb,0.014280,48
User 5,page3,bb,0.097590,49
User 5,page3,bc,0.016230,50
User 5,page3,cc,0.033200,51
User 5,page3,bc,0.050110,52
User 5,page3,cb,0.021920,53
User 5,page3,cc,0.034110,54
User 5,page3,cb,0.050420,55
User 5,page3,cc,0.032100,56
User 5,page3,cc,0.049070,57
User 5,page3,bc,0.032710,58
User 5,page3,bc,0.049080,59
User 5,page3,bc,0.033020,60
User 5,page3,bc,0.015870,61
User 5,page3,bc,0.016910,62
User 5,page3,bc,0.016660,63
User 5,page3,bc,0.015560,64
User 5,page3,bc,0.065490,65
