subj,cond,AOI,duration,order
User 33,page1,bb,0.179570,1
User 33,page1,bb,0.213440,2
User 33,page1,bc,0.015870,3
User 33,page1,bc,0.033090,4
User 33,page1,bc,0.082090,5
User 33,page1,bc,0.099480,6
User 33,page1,ac,0.016480,7
User 33,page1,bc,0.032530,8
User 33,page1,bc,0.032720,9
User 33,page1,bc,0.067260,10
User 33,page1,ac,0.016290,11
User 33,page1,bc,0.361690,12
User 33,page1,bc,0.049810,13
User 33,page1,bc,0.049620,14
User 33,page1,bc,0.328180,15
User 33,page1,bb,0.098690,16
User 33,page1,ba,0.130250,17
User 33,page1,ba,0.028500,18
User 33,page1,ca,0.016120,19
User 33,page1,bc,0.049310,20
User 33,page1,bc,0.016360,21
User 33,page1,bc,0.015990,22
User 33,page1,bc,0.015320,23
User 33,page1,bc,0.032770,24
User 33,page1,bc,0.033630,25
User 33,page1,ac,0.016540,26
User 33,page1,bc,0.015930,27
User 33,page1,ac,0.016410,28
User 33,page1,bc,0.016000,29
User 33,page1,bc,0.048830,30
User 33,page1,cb,0.148190,31
User 33,page1,bc,0.081180,32
User 33,page1,bc,0.148310,33
User 33,page1,ac,0.230050,34
User 33,page1,ac,0.016720,35
User 33,page1,bc,0.065560,36
User 33,page1,bc,0.032170,37
User 33,page1,bc,0.032280,38
User 33,page1,bc,0.083620,39
User 33,page1,bc,0.032280,40
User 33,page1,bb,0.016610,41
User 33,page1,bc,0.049440,42
User 33,page1,bc,0.115720,43
User 33,page1,bc,0.049190,44
User 33,page1,bc,0.082100,45
User 33,page1,bc,0.064210,46
User 33,page1,bc,0.016050,47
User 33,page1,bc,0.226680,48
User 33,page1,ac,0.032950,49
User 33,page1,bc,0.016410,50
User 33,page1,bc,0.016230,51
User 33,page1,bc,0.082100,52
User 33,page1,bc,0.065860,53
User 33,page1,bc,0.049500,54
User 33,page1,bc,0.017150,55
User 33,page1,bc,0.065490,56
User 33,page1,bc,0.215510,57
User 33,page1,bc,0.032280,58
User 33,page1,bc,0.115120,59
User 33,page1,bc,0.016540,60
User 33,page1,bc,0.083070,61
User 33,page1,bc,0.276920,62
User 33,page1,bc,0.312620,63
User 33,page1,bc,0.146920,64
User 33,page1,bc,0.031070,65
User 33,page1,bc,0.328060,66
User 33,page1,bc,0.180670,67
User 33,page1,bc,0.722780,68
User 33,page1,cc,0.113400,69
User 33,page1,cc,0.461670,70
User 33,page1,cc,0.228940,71
User 33,page1,bc,0.081780,72
User 33,page1,bc,0.673520,73
User 33,page1,bc,0.230100,74
User 33,page1,bc,0.377930,75
User 33,page1,bc,0.197330,76
User 33,page1,bc,0.098440,77
User 33,page1,bc,0.098570,78
User 33,page1,bc,0.019040,79
User 33,page1,bc,1.081360,80
User 33,page1,bc,0.804870,81
User 33,page1,cc,0.559140,82
User 33,page1,cc,0.328860,83
User 33,page1,ca,0.016840,84
User 33,page1,cc,0.214110,85
User 33,page1,cc,0.492680,86
User 33,page1,bc,0.491880,87
User 33,page1,bc,0.032710,88
User 33,page1,bc,0.196350,89
User 33,page1,bc,0.887580,90
