timestamp,x,y,duration,prev_sacc_amplitude,aoi_label
2.217900,372.405600,505.596000,0.016480,0.000000,left
2.727910,359.659440,194.076925,1.428520,311.779728,top_left
4.320070,718.920300,381.990000,0.196960,405.437652,top_middle
4.549680,714.383690,374.597323,0.756170,8.673667,top_middle
5.340880,713.407200,362.290500,0.507140,12.345502,top_middle
5.930050,1062.418000,423.032909,1.675720,354.257221,right
7.621280,1051.772633,408.488208,1.775140,18.024210,middle
12.977050,355.530394,287.667270,3.121950,706.647688,top_left
16.182500,529.073479,298.265317,3.562860,173.866388,top_left
23.278500,361.462055,385.811080,3.367800,189.097461,top_left
26.727970,528.423120,395.349075,3.420890,167.233281,top_left
