0.063630 -6.093526
0.292880 -1.885702
0.561490 -0.099619
0.606260 -0.647834
0.656620 -0.067639
0.738400 -0.797621
0.804110 -0.139062
0.853640 -0.878224
1.051510 -0.916583
1.364750 -1.179639
1.612150 -0.370274
1.647710 0.074751
1.712010 -0.522858
1.777010 0.709168
1.942020 -0.751540
1.991240 -0.686028
2.062380 -0.619126
2.094360 -0.072140
2.191010 -0.365298
2.255130 0.005771
2.419980 0.469330
2.584900 0.366048
2.683750 -0.538933
2.734380 -0.354348
2.782750 -0.274713
3.096010 -0.204498
3.155270 0.040704
3.228120 2.220911
3.574280 -0.316898
3.623630 0.391045
3.837980 0.181109
3.922240 2.348222
4.316500 -0.665767
4.376130 -0.024701
4.398620 -1.169636
4.497500 0.362608
4.614750 2.897755
5.058140 1.553338
5.359860 -0.629502
5.404360 -1.332514
5.486880 -0.020455
5.536410 -0.688718
5.588500 0.798054
5.801880 -0.338482
5.849640 -0.394472
5.906190 2.029435
6.278260 -0.500028
6.360870 1.541630
6.805880 -0.548757
6.839020 -1.567261
6.993190 -0.453321
7.020230 0.578458
7.222020 1.648568
7.481870 1.274171
8.009490 -0.615980
8.042790 -1.924836
8.141630 0.543391
8.322880 2.025058
8.669130 0.905538
8.940860 1.985733
9.270260 1.985733
