subj,cond,AOI,duration,order
User 11,calib-verif,ca,0.098690,1
User 11,calib-verif,db,0.098390,2
User 11,calib-verif,da,0.016970,3
User 11,calib-verif,bb,0.230170,4
User 11,calib-verif,ac,0.016350,5
User 11,calib-verif,bc,0.101080,6
User 11,calib-verif,bc,0.312430,7
User 11,calib-verif,bc,0.425050,8
User 11,calib-verif,bb,0.081790,9
User 11,calib-verif,bc,0.016540,10
User 11,calib-verif,bc,0.016050,11
User 11,calib-verif,bc,0.920220,12
User 11,calib-verif,cc,0.262580,13
User 11,calib-verif,cc,0.016730,14
User 11,calib-verif,dc,0.196230,15
User 11,calib-verif,dc,0.427070,16
User 11,calib-verif,dc,0.459350,17
User 11,calib-verif,bb,0.098810,18
User 11,calib-verif,ab,0.328250,19
User 11,calib-verif,ab,0.295290,20
User 11,calib-verif,bb,0.147640,21
User 11,calib-verif,bb,0.032710,22
User 11,calib-verif,bb,0.049620,23
User 11,calib-verif,bb,0.016240,24
User 11,calib-verif,cb,0.312070,25
User 11,calib-verif,cb,0.047910,26
User 11,calib-verif,cb,0.327940,27
User 11,calib-verif,bb,0.018680,28
User 11,calib-verif,cb,0.461000,29
User 11,calib-verif,db,0.030950,30
User 11,calib-verif,cb,0.035150,31
User 11,calib-verif,db,0.082340,32
User 11,calib-verif,db,0.131650,33
User 11,calib-verif,db,0.016060,34
User 11,calib-verif,db,0.177300,35
User 11,calib-verif,db,0.016110,36
User 11,calib-verif,ba,0.016730,37
User 11,calib-verif,ba,0.051570,38
User 11,calib-verif,ba,1.082030,39
User 11,calib-verif,ba,0.016240,40
User 11,calib-verif,ba,0.016180,41
User 11,calib-verif,ba,0.016300,42
User 11,calib-verif,ba,0.426150,43
User 11,calib-verif,ca,0.131410,44
User 11,calib-verif,ca,0.065180,45
User 11,calib-verif,ba,0.032840,46
User 11,calib-verif,ca,0.427130,47
User 11,calib-verif,ca,0.131780,48
User 11,calib-verif,da,0.263910,49
User 11,calib-verif,da,0.097410,50
User 11,calib-verif,da,0.033020,51
User 11,calib-verif,da,0.492860,52
