subj,cond,AOI,duration,order
User 1,calib-verif,bc,0.097080,1
User 1,calib-verif,bc,0.015580,2
User 1,calib-verif,bc,0.016250,3
User 1,calib-verif,bc,0.016160,4
User 1,calib-verif,bc,0.016600,5
User 1,calib-verif,bc,0.032670,6
User 1,calib-verif,ac,0.016570,7
User 1,calib-verif,ac,0.032670,8
User 1,calib-verif,ac,0.197540,9
User 1,calib-verif,ac,0.032950,10
User 1,calib-verif,ac,0.229920,11
User 1,calib-verif,ac,0.032560,12
User 1,calib-verif,ac,0.526950,13
User 1,calib-verif,ac,0.359650,14
User 1,calib-verif,bc,0.017000,15
User 1,calib-verif,bc,0.016310,16
User 1,calib-verif,cc,0.016560,17
User 1,calib-verif,bc,0.016530,18
User 1,calib-verif,bc,0.196960,19
User 1,calib-verif,bc,0.065600,20
User 1,calib-verif,bc,0.098280,21
User 1,calib-verif,bc,0.033070,22
User 1,calib-verif,bc,0.345330,23
User 1,calib-verif,bc,0.131440,24
User 1,calib-verif,bc,0.293790,25
User 1,calib-verif,cc,0.016490,26
User 1,calib-verif,bc,0.081850,27
User 1,calib-verif,bc,0.032320,28
User 1,calib-verif,bc,0.262170,29
User 1,calib-verif,cc,0.215270,30
User 1,calib-verif,dc,0.031740,31
User 1,calib-verif,dc,0.474230,32
User 1,calib-verif,dc,0.231030,33
User 1,calib-verif,dc,0.016230,34
User 1,calib-verif,cc,0.098280,35
User 1,calib-verif,dc,0.098710,36
User 1,calib-verif,dc,0.197160,37
User 1,calib-verif,dc,0.182690,38
User 1,calib-verif,dc,0.016430,39
User 1,calib-verif,ab,0.033020,40
User 1,calib-verif,ab,0.048430,41
User 1,calib-verif,ab,0.065620,42
User 1,calib-verif,ab,0.049420,43
User 1,calib-verif,bb,0.032820,44
User 1,calib-verif,ab,0.147130,45
User 1,calib-verif,ab,0.033090,46
User 1,calib-verif,ab,0.030560,47
User 1,calib-verif,ab,0.098280,48
User 1,calib-verif,ab,0.164000,49
User 1,calib-verif,ab,0.032880,50
User 1,calib-verif,ab,0.081930,51
User 1,calib-verif,ab,0.145260,52
User 1,calib-verif,ab,0.163610,53
User 1,calib-verif,bb,0.065450,54
User 1,calib-verif,bb,0.507570,55
User 1,calib-verif,bb,0.032600,56
User 1,calib-verif,bb,0.185180,57
User 1,calib-verif,bb,0.066070,58
User 1,calib-verif,bb,0.014740,59
User 1,calib-verif,bb,0.295580,60
User 1,calib-verif,bb,0.048020,61
User 1,calib-verif,bb,0.295770,62
User 1,calib-verif,cb,0.097960,63
User 1,calib-verif,cb,0.345270,64
User 1,calib-verif,db,0.033580,65
User 1,calib-verif,db,0.409000,66
User 1,calib-verif,cb,0.048870,67
User 1,calib-verif,db,0.182370,68
User 1,calib-verif,db,0.059060,69
User 1,calib-verif,db,0.328630,70
User 1,calib-verif,db,0.196090,71
User 1,calib-verif,ba,0.049200,72
User 1,calib-verif,aa,0.049400,73
User 1,calib-verif,aa,0.016190,74
User 1,calib-verif,bb,0.016840,75
User 1,calib-verif,ab,0.032900,76
User 1,calib-verif,aa,0.081950,77
User 1,calib-verif,aa,0.016540,78
User 1,calib-verif,ab,0.014940,79
User 1,calib-verif,aa,0.049620,80
User 1,calib-verif,aa,0.065930,81
User 1,calib-verif,aa,0.032810,82
User 1,calib-verif,aa,0.298780,83
User 1,calib-verif,aa,0.016630,84
User 1,calib-verif,ab,0.377950,85
User 1,calib-verif,aa,0.016150,86
User 1,calib-verif,bb,0.181100,87
User 1,calib-verif,bb,0.048440,88
User 1,calib-verif,ba,0.164160,89
User 1,calib-verif,ba,0.081750,90
User 1,calib-verif,ba,0.296260,91
User 1,calib-verif,ba,0.116950,92
User 1,calib-verif,ba,0.542640,93
User 1,calib-verif,da,0.341130,94
User 1,calib-verif,da,0.049100,95
User 1,calib-verif,da,0.013460,96
User 1,calib-verif,ca,0.032620,97
User 1,calib-verif,da,0.032750,98
User 1,calib-verif,da,0.032770,99
User 1,calib-verif,da,0.180480,100
User 1,calib-verif,db,0.016020,101
User 1,calib-verif,da,0.869260,102
User 1,calib-verif,db,0.065640,103
User 1,calib-verif,db,0.525730,104
User 1,calib-verif,da,0.278940,105
User 1,calib-verif,cb,0.032590,106
User 1,calib-verif,db,0.075040,107
User 1,calib-verif,ca,0.114530,108
User 1,calib-verif,ca,0.180420,109
