subj,cond,AOI,duration,order
User 31,calib-verif,bc,0.016610,1
User 31,calib-verif,ac,0.640440,2
User 31,calib-verif,bc,0.081610,3
User 31,calib-verif,cc,0.443660,4
User 31,calib-verif,cc,1.100650,5
User 31,calib-verif,ab,0.572380,6
User 31,calib-verif,bb,0.016910,7
User 31,calib-verif,bb,0.066410,8
User 31,calib-verif,cb,0.198000,9
User 31,calib-verif,ab,0.033690,10
User 31,calib-verif,ab,0.030390,11
User 31,calib-verif,cb,0.032160,12
User 31,calib-verif,bc,0.262750,13
User 31,calib-verif,ac,0.164300,14
User 31,calib-verif,ac,0.541810,15
User 31,calib-verif,ac,0.032840,16
User 31,calib-verif,ac,0.262690,17
User 31,calib-verif,bc,0.378730,18
User 31,calib-verif,cc,0.196590,19
User 31,calib-verif,bc,1.921690,20
User 31,calib-verif,cc,1.217470,21
User 31,calib-verif,bc,0.082090,22
User 31,calib-verif,ab,2.349860,23
User 31,calib-verif,bb,1.164860,24
User 31,calib-verif,cb,1.132810,25
User 31,calib-verif,ac,0.622250,26
User 31,calib-verif,ac,0.986210,27
User 31,calib-verif,ac,0.032410,28
User 31,calib-verif,ac,0.426820,29
User 31,calib-verif,ac,0.164610,30
User 31,calib-verif,ac,0.475830,31
User 31,calib-verif,ac,0.443850,32
User 31,calib-verif,bc,2.973390,33
User 31,calib-verif,bc,0.017090,34
User 31,calib-verif,bc,0.130800,35
User 31,calib-verif,bb,0.016540,36
User 31,calib-verif,cc,2.365600,37
User 31,calib-verif,cc,0.014340,38
User 31,calib-verif,cc,0.360900,39
User 31,calib-verif,ab,0.016120,40
User 31,calib-verif,ab,0.049560,41
User 31,calib-verif,ab,0.953130,42
User 31,calib-verif,ab,0.016660,43
User 31,calib-verif,bb,0.048770,44
User 31,calib-verif,ab,1.607730,45
User 31,calib-verif,ab,0.542420,46
User 31,calib-verif,bb,0.248050,47
User 31,calib-verif,bb,0.345520,48
User 31,calib-verif,bb,0.329350,49
User 31,calib-verif,bb,1.950630,50
User 31,calib-verif,bb,0.078980,51
User 31,calib-verif,bb,0.212890,52
User 31,calib-verif,cb,0.197200,53
User 31,calib-verif,cb,0.329840,54
User 31,calib-verif,cb,2.251520,55
User 31,calib-verif,aa,0.539920,56
User 31,calib-verif,aa,0.693420,57
User 31,calib-verif,aa,1.249150,58
User 31,calib-verif,bb,0.115290,59
User 31,calib-verif,bb,0.196710,60
User 31,calib-verif,ba,0.361640,61
User 31,calib-verif,bb,1.083740,62
User 31,calib-verif,bb,0.591860,63
User 31,calib-verif,bc,0.032650,64
User 31,calib-verif,bc,0.016420,65
User 31,calib-verif,bb,0.196710,66
User 31,calib-verif,cb,0.663020,67
User 31,calib-verif,dc,0.031430,68
User 31,calib-verif,ca,0.719670,69
User 31,calib-verif,ca,0.821170,70
User 31,calib-verif,cb,0.032960,71
User 31,calib-verif,cb,0.049190,72
User 31,calib-verif,bc,0.163390,73
