subj,cond,AOI,duration,order
User 33,calib-verif,cb,0.016170,1
User 33,calib-verif,bc,0.114990,2
User 33,calib-verif,bc,0.113220,3
User 33,calib-verif,bc,0.164370,4
User 33,calib-verif,bc,0.016480,5
User 33,calib-verif,ac,0.772950,6
User 33,calib-verif,bc,0.016110,7
User 33,calib-verif,bc,0.048650,8
User 33,calib-verif,bc,0.080440,9
User 33,calib-verif,bc,0.028320,10
User 33,calib-verif,bc,0.049560,11
User 33,calib-verif,cc,0.016600,12
User 33,calib-verif,cc,0.246400,13
User 33,calib-verif,bc,0.443120,14
User 33,calib-verif,bc,0.427250,15
User 33,calib-verif,cc,1.033570,16
User 33,calib-verif,bb,0.131160,17
User 33,calib-verif,ab,0.032650,18
User 33,calib-verif,bb,0.147590,19
User 33,calib-verif,bb,0.361080,20
User 33,calib-verif,bb,0.492860,21
User 33,calib-verif,bb,1.100710,22
User 33,calib-verif,cb,0.673700,23
User 33,calib-verif,cb,0.147890,24
User 33,calib-verif,cb,0.180730,25
User 33,calib-verif,cb,0.230160,26
User 33,calib-verif,cb,0.016840,27
User 33,calib-verif,bb,0.575080,28
User 33,calib-verif,bb,0.016720,29
User 33,calib-verif,bb,0.081480,30
User 33,calib-verif,bb,0.196470,31
User 33,calib-verif,bb,0.016170,32
User 33,calib-verif,bb,0.014350,33
User 33,calib-verif,cb,0.016480,34
User 33,calib-verif,cb,0.263120,35
User 33,calib-verif,ca,0.016480,36
User 33,calib-verif,ca,0.376950,37
User 33,calib-verif,ca,0.131290,38
User 33,calib-verif,cb,0.032890,39
User 33,calib-verif,ca,0.278810,40
User 33,calib-verif,ca,0.328190,41
User 33,calib-verif,ca,0.082210,42
User 33,calib-verif,cb,0.065550,43
User 33,calib-verif,cb,0.244750,44
User 33,calib-verif,cc,0.064700,45
User 33,calib-verif,ac,0.033320,46
User 33,calib-verif,ab,0.017030,47
User 33,calib-verif,ac,0.739380,48
User 33,calib-verif,bc,0.065920,49
User 33,calib-verif,cb,0.017020,50
User 33,calib-verif,bb,0.049190,51
User 33,calib-verif,cb,0.016910,52
User 33,calib-verif,bb,0.016230,53
User 33,calib-verif,cb,0.115170,54
User 33,calib-verif,bb,0.016730,55
User 33,calib-verif,cc,0.229120,56
User 33,calib-verif,cc,0.757570,57
User 33,calib-verif,bb,0.098020,58
User 33,calib-verif,bb,0.757760,59
User 33,calib-verif,bb,0.023680,60
User 33,calib-verif,bb,0.885800,61
User 33,calib-verif,cb,0.936280,62
User 33,calib-verif,cb,0.098760,63
User 33,calib-verif,cb,0.016970,64
User 33,calib-verif,cb,0.081790,65
User 33,calib-verif,cb,0.033140,66
User 33,calib-verif,cb,0.393620,67
User 33,calib-verif,bb,0.051760,68
User 33,calib-verif,ca,0.014590,69
User 33,calib-verif,bb,0.312140,70
User 33,calib-verif,ba,0.016480,71
User 33,calib-verif,ba,0.032710,72
User 33,calib-verif,bb,0.016300,73
User 33,calib-verif,bb,0.016230,74
User 33,calib-verif,bb,0.016300,75
User 33,calib-verif,ba,0.016230,76
User 33,calib-verif,bb,0.016600,77
User 33,calib-verif,bb,0.016360,78
User 33,calib-verif,cb,0.016790,79
User 33,calib-verif,bb,0.080450,80
User 33,calib-verif,ca,0.081790,81
User 33,calib-verif,ca,0.016360,82
User 33,calib-verif,ca,0.181950,83
User 33,calib-verif,ca,0.475710,84
User 33,calib-verif,ca,0.246580,85
User 33,calib-verif,cb,0.064580,86
