subj,cond,AOI,duration,order
User 2,calib-verif,bb,0.082910,1
User 2,calib-verif,bb,0.026460,2
User 2,calib-verif,bb,0.016290,3
User 2,calib-verif,bb,0.016940,4
User 2,calib-verif,bb,0.016420,5
User 2,calib-verif,bb,0.033210,6
User 2,calib-verif,bb,0.014920,7
User 2,calib-verif,bb,0.017030,8
User 2,calib-verif,cb,0.033850,9
User 2,calib-verif,cb,0.051880,10
User 2,calib-verif,cb,0.377320,11
User 2,calib-verif,cb,0.065180,12
User 2,calib-verif,cb,0.066170,13
User 2,calib-verif,cb,0.019410,14
User 2,calib-verif,cb,0.033470,15
User 2,calib-verif,db,0.081630,16
User 2,calib-verif,da,0.129700,17
User 2,calib-verif,ca,0.016110,18
User 2,calib-verif,ba,0.032100,19
User 2,calib-verif,ba,0.017000,20
User 2,calib-verif,ba,0.131770,21
User 2,calib-verif,bb,0.016240,22
User 2,calib-verif,bb,0.148130,23
User 2,calib-verif,bc,0.071160,24
User 2,calib-verif,cc,0.015930,25
User 2,calib-verif,bc,0.016970,26
User 2,calib-verif,bc,0.098750,27
User 2,calib-verif,cc,0.032810,28
User 2,calib-verif,cc,0.082330,29
User 2,calib-verif,cc,0.557220,30
User 2,calib-verif,cb,0.050690,31
User 2,calib-verif,cc,0.016970,32
User 2,calib-verif,cb,0.016180,33
User 2,calib-verif,bc,0.180670,34
User 2,calib-verif,bc,0.016480,35
User 2,calib-verif,cc,0.049010,36
User 2,calib-verif,cc,0.017640,37
User 2,calib-verif,bb,0.230380,38
User 2,calib-verif,bc,0.016810,39
User 2,calib-verif,bc,0.018800,40
User 2,calib-verif,bb,0.032810,41
User 2,calib-verif,bc,0.164190,42
User 2,calib-verif,cb,0.117070,43
User 2,calib-verif,cb,0.014830,44
User 2,calib-verif,cb,0.130740,45
User 2,calib-verif,bc,0.147280,46
User 2,calib-verif,cb,0.015190,47
User 2,calib-verif,bc,0.115500,48
User 2,calib-verif,bc,0.230170,49
User 2,calib-verif,cc,0.016480,50
User 2,calib-verif,bc,0.017430,51
User 2,calib-verif,bc,0.017640,52
User 2,calib-verif,bc,0.098670,53
User 2,calib-verif,bc,0.015720,54
User 2,calib-verif,bc,0.311520,55
User 2,calib-verif,cc,0.165320,56
User 2,calib-verif,bb,0.164090,57
User 2,calib-verif,bb,0.065640,58
User 2,calib-verif,cb,0.065430,59
User 2,calib-verif,cb,0.033720,60
User 2,calib-verif,bb,0.043800,61
User 2,calib-verif,cb,0.097050,62
