subj,cond,AOI,duration,order
User 39,page2,bc,0.164310,1
User 39,page2,bc,0.131590,2
User 39,page2,bc,0.178710,3
User 39,page2,bc,0.263430,4
User 39,page2,bc,0.706300,5
User 39,page2,bc,0.148440,6
User 39,page2,bc,0.019530,7
User 39,page2,cc,0.247320,8
User 39,page2,bc,0.227790,9
User 39,page2,bc,0.016120,10
User 39,page2,bc,0.197030,11
User 39,page2,bc,0.084220,12
User 39,page2,bc,0.424800,13
User 39,page2,bc,0.031490,14
User 39,page2,bc,0.115480,15
User 39,page2,bc,0.443610,16
User 39,page2,cc,0.019290,17
User 39,page2,bc,0.295410,18
User 39,page2,bc,0.986080,19
User 39,page2,cc,0.443610,20
User 39,page2,cc,0.016360,21
User 39,page2,bc,0.065430,22
User 39,page2,bc,0.328370,23
User 39,page2,bb,0.279050,24
User 39,page2,bb,0.080570,25
User 39,page2,bb,0.081790,26
User 39,page2,bc,0.066900,27
User 39,page2,bb,0.165280,28
User 39,page2,cb,0.261470,29
User 39,page2,cb,0.344720,30
User 39,page2,bb,0.558830,31
User 39,page2,bb,1.100830,32
User 39,page2,bb,0.229980,33
User 39,page2,cb,0.526610,34
User 39,page2,bb,0.427490,35
User 39,page2,bc,0.296140,36
User 39,page2,bc,0.164310,37
User 39,page2,bb,0.343510,38
User 39,page2,bb,0.278810,39
User 39,page2,bb,0.115720,40
User 39,page2,bb,0.033200,41
User 39,page2,cb,0.064700,42
User 39,page2,cb,0.032720,43
User 39,page2,cc,0.130620,44
User 39,page2,bb,0.591550,45
User 39,page2,bb,0.689940,46
User 39,page2,bb,0.035400,47
User 39,page2,cb,0.130860,48
User 39,page2,cb,0.312990,49
User 39,page2,bb,0.147950,50
User 39,page2,bb,0.328130,51
User 39,page2,bb,0.213380,52
User 39,page2,bb,0.574220,53
User 39,page2,cb,0.328130,54
User 39,page2,bb,0.723140,55
User 39,page2,bb,0.147710,56
User 39,page2,bb,0.197020,57
User 39,page2,bb,0.312500,58
User 39,page2,cb,0.179440,59
User 39,page2,bb,0.427010,60
User 39,page2,cb,0.051270,61
User 39,page2,cb,0.294190,62
User 39,page2,ba,0.017330,63
User 39,page2,bb,0.574710,64
User 39,page2,bb,0.082270,65
User 39,page2,ca,0.657710,66
User 39,page2,ba,0.016360,67
User 39,page2,ba,0.526120,68
User 39,page2,ba,0.179190,69
User 39,page2,ca,0.131340,70
User 39,page2,ca,0.067390,71
User 39,page2,ca,0.229010,72
User 39,page2,ba,0.459480,73
User 39,page2,ba,0.132320,74
User 39,page2,ba,0.442880,75
User 39,page2,ba,0.198240,76
User 39,page2,ca,0.065430,77
User 39,page2,ca,0.164060,78
User 39,page2,ba,0.262210,79
User 39,page2,ba,0.196780,80
User 39,page2,ca,0.194820,81
User 39,page2,ca,0.341790,82
User 39,page2,ba,0.262210,83
User 39,page2,ba,0.592290,84
User 39,page2,ba,0.131350,85
User 39,page2,ca,0.213370,86
User 39,page2,ba,1.165040,87
User 39,page2,ba,0.394050,88
User 39,page2,ba,0.016120,89
User 39,page2,ba,0.641600,90
User 39,page2,ba,0.080570,91
User 39,page2,ba,0.526370,92
User 39,page2,ba,0.116210,93
User 39,page2,ca,0.247070,94
User 39,page2,ba,0.459480,95
User 39,page2,ba,0.181150,96
User 39,page2,bb,0.149900,97
