timestamp,x,y,duration,prev_sacc_amplitude,aoi_label
0.166750,727.458667,412.293000,0.294190,0.000000,consent
0.541870,610.467200,240.266250,0.098630,208.038953,contact
0.691770,590.062200,393.931125,0.064330,155.013734,consent
0.772460,558.868800,335.086500,0.016240,66.601187,contact
0.837770,611.601600,453.421500,0.114620,129.552771,consent
0.968990,557.121600,416.209500,0.016610,65.975778,consent
1.035280,704.838400,408.880500,0.114620,147.898503,consent
1.166260,690.295200,437.031000,0.016850,31.685254,consent
1.231930,615.930000,141.492750,0.033210,304.750784,contact
1.281490,646.665600,79.635000,0.114870,69.072848,protection_privacy_cont
1.412600,597.881550,65.470125,0.263060,50.798890,protection_privacy_cont
2.169190,603.329067,53.527833,0.163940,13.126072,protection_privacy_cont
2.382200,562.584960,160.524000,0.098510,114.491318,contact
2.530270,520.144800,21.546000,0.016240,145.313632,protection_privacy_cont
2.579830,551.922000,137.518500,0.032840,120.247292,contact
2.663700,625.783200,235.651500,0.016350,122.823298,contact
2.696290,578.217733,273.052500,0.294800,60.508747,contact
3.022090,688.137333,411.138000,0.197640,176.493410,consent
3.236330,757.433040,370.685700,0.180660,80.238915,consent
3.466190,878.749200,322.070700,0.165400,130.694410,contact
3.712770,1056.669600,349.604062,0.132570,180.038204,consent
3.909550,685.193600,413.813750,0.099360,376.984486,consent
4.025020,661.771200,499.426500,0.114510,88.758953,consent
