0.000000 269.115066 222.622297
0.016980 121.596500 99.815482
0.033020 -58.797560 -40.529415
0.049580 -4.656751 20.764330
0.065800 -17.195227 -16.857965
0.082000 -55.844322 -90.764670
0.098450 -67.641977 -117.749851
0.114610 -61.849581 -92.234467
0.131410 -33.238746 -42.930854
0.147990 -21.232040 -43.886027
0.164640 -17.346626 -28.486786
0.181200 -6.466153 10.278559
0.197420 -11.881752 23.329006
0.213810 -5.751043 13.923595
0.230290 2.302425 -6.602944
0.246380 0.578527 -14.997799
0.264880 10.203182 2.004693
0.280430 4.886376 -9.265527
0.296620 -2.267569 -25.117777
0.314240 -16.725377 -37.531467
0.331480 -23.399411 -31.567395
0.346040 -7.795924 -2.685486
0.361590 -6.416969 -0.320088
0.377760 3.877483 6.853753
0.394330 5.382864 2.378701
0.411190 -0.011039 -13.254332
0.427440 -6.234374 -16.873015
0.446350 -8.697216 -5.745372
0.460750 -5.262570 -4.675762
0.476990 3.878731 -0.061575
0.493000 9.137749 -7.596444
0.509870 4.346450 -5.632053
0.542370 6.566410 -0.289514
0.558750 17.817230 -4.792649
1.018830 7.694495 0.554407
1.035250 -3.989158 4.037737
1.232270 -11.160455 4.419068
1.248730 3.973242 0.301021
1.281540 4.871783 -3.953669
1.298280 -12.853534 2.550736
1.330990 -10.225525 9.411853
1.347580 -4.431359 5.395372
1.363820 4.989053 -3.629824
1.380100 0.781954 -11.503312
1.760620 -3.933812 -4.316239
1.774340 -23.145955 2.004433
1.790130 18.982715 0.240131
1.806690 63.341983 -2.553193
1.938860 70.046271 3.072418
1.955180 27.638351 9.571623
1.973500 -20.693934 3.207144
1.988190 -7.680016 -8.221917
2.004910 -1.014605 -2.536275
2.136060 -1.347627 7.342021
2.152250 -7.581686 9.636811
2.168950 -7.524072 5.281179
2.185820 -10.049887 -4.779961
2.201900 10.742116 -5.423679
2.218170 20.748142 -3.497154
2.480680 32.173964 1.084998
2.497500 15.460831 1.120014
2.514740 -11.311670 -3.814689
2.530360 -7.444570 -5.192078
2.546600 -5.448795 -5.699132
2.563110 9.729838 -5.324442
2.580860 10.040852 5.078310
2.678670 0.769139 6.824572
2.694730 -1.800264 5.584112
2.711210 -2.427180 0.674603
2.727550 -5.710025 -5.633281
2.743960 7.375917 -0.912608
2.777110 11.874569 -4.399008
2.891620 22.804953 -0.096190
2.907650 17.890454 -0.764011
2.924420 -9.252825 -3.968767
2.957370 6.696231 -2.399044
3.006230 19.746544 -2.998415
3.220120 23.260341 3.551073
3.236470 7.893005 4.956012
3.252960 -10.821467 4.866982
3.271650 -2.106180 -0.904645
3.287860 1.213987 -1.166845
3.318820 -2.015638 6.326829
3.335070 -3.182481 11.055950
3.351580 -4.446368 7.283944
3.367940 -2.045277 3.154194
3.400500 1.634188 1.631607
3.417300 -0.049335 2.912480
3.433720 8.641606 -8.370299
3.450090 3.913246 -13.953720
3.504010 -4.267741 -6.871781
3.519230 -6.049509 -3.709663
3.531770 4.251031 -2.420687
3.548460 6.351530 -6.878089
3.565000 -0.126835 -4.268157
3.630740 4.808650 1.291908
3.646970 11.467649 8.858825
3.844440 11.941179 13.867244
3.860720 -7.744018 12.220403
3.877230 -3.631715 -3.546111
3.893430 5.107382 -11.941364
3.910400 4.091949 -9.232236
4.008640 9.133779 3.580702
4.025310 10.887510 16.281496
4.057920 4.363689 10.876051
4.074130 0.465339 4.320138
4.090700 0.275899 -0.411860
4.107250 3.407382 -3.883423
4.123870 6.856182 -1.467228
4.140110 5.504746 -1.292310
4.156660 2.125536 -3.216879
4.172940 -1.583189 -6.561146
4.189350 -3.120633 -7.113398
4.205960 -3.509908 -3.291260
4.222110 -5.055022 9.469291
4.238450 -9.609809 17.595330
4.255190 -5.079633 22.625790
4.271410 1.483573 11.547354
4.288040 -0.337824 -6.618066
4.304470 4.164383 -13.081121
4.321010 7.172605 -6.882957
4.337050 3.363415 8.253082
4.353940 5.883245 3.293953
4.370210 6.044973 -3.358528
4.386200 7.239179 -13.479712
4.403200 1.208203 -9.301465
4.419240 -1.355415 2.751361
4.435760 18.764520 6.829676
4.452330 -19.009063 0.039341
4.468550 -94.107063 -12.763996
4.484920 -125.135679 -16.514078
4.501560 -81.676086 -6.274919
4.517850 -12.214501 0.078091
4.534350 -2.992210 -2.990051
4.550830 -10.008983 1.843503
4.566880 2.489520 7.156165
4.582960 9.723524 13.312502
4.599880 12.962143 -0.396927
4.616210 -1.181551 -10.235675
4.632510 -22.261675 -7.805313
4.649140 -28.113109 -5.523294
4.731090 -17.708699 1.403739
4.747560 3.737152 4.038470
4.763870 11.131648 6.418411
4.780270 10.819614 2.004339
4.798280 7.640245 -9.171087
4.815510 -1.290920 -4.894320
4.831680 -8.461922 1.011916
4.847080 -4.157200 -2.657133
4.863660 -0.228870 0.104459
4.929890 -0.571155 5.836788
4.945080 7.425819 6.356813
4.961760 12.146492 -4.605280
4.978070 5.331525 -9.495140
4.994580 -0.993812 2.159905
5.027540 -2.579987 16.373026
5.044820 14.111218 12.763523
5.060710 4.713873 -2.861798
5.076510 1.522626 -13.859707
5.093570 9.477760 -13.610134
5.323880 13.606580 0.488367
5.357560 13.218943 7.374296
5.374590 -1.725486 8.712357
5.388430 6.399277 1.638436
5.405110 -5.033247 -2.871982
5.421140 -15.711843 -3.408998
5.438020 -18.518806 -0.918066
5.454360 -15.372787 0.113060
5.470790 15.177610 -3.738607
5.487240 21.645664 -3.264513
5.617970 16.911971 -2.694748
5.635120 7.626447 3.858661
5.651700 1.676189 0.967094
5.667920 13.195278 -2.520019
5.684490 7.421434 -0.709998
5.701480 -8.083615 1.598457
5.717290 -15.842679 4.799146
5.733610 -7.965249 4.270779
5.750320 5.384225 3.436217
5.766460 10.684957 2.647209
5.782990 5.649310 -6.061252
5.799580 2.889230 -9.663746
5.815570 3.880092 -4.067154
5.931110 5.055665 7.891106
5.947540 6.172639 11.991406
5.963700 9.542858 7.806873
5.980190 2.316828 -5.287109
5.996220 -5.893982 -9.703937
6.078430 -5.701632 -6.623713
6.095110 -1.966643 -0.624771
6.111280 -1.823514 9.544923
6.177280 6.083874 6.125780
6.193630 25.467324 2.291679
6.210070 36.223920 -8.114577
6.226500 12.273285 -11.185854
6.242780 -13.896154 -1.170295
6.357930 -14.550152 9.031661
6.374480 -3.693677 3.915746
6.390790 5.098460 -0.551832
6.406850 0.639090 1.857018
6.423750 -1.669422 -0.462376
6.440230 -1.601751 -3.186470
6.456480 -1.996735 -5.812286
6.473070 0.250343 3.300002
6.489590 13.345093 8.090429
6.505460 19.745788 4.766020
6.522230 12.363107 5.375643
6.538600 1.228353 4.515990
6.554920 -4.006624 -3.773435
6.571350 0.396988 -7.775921
6.588180 7.152493 -7.066686
6.604130 -0.489950 -4.695774
6.653170 -2.013483 -2.943598
6.670290 -9.533256 -1.301572
6.686680 1.307592 -1.558384
6.702510 13.174940 -3.604873
6.950060 15.309732 -0.238525
6.983990 7.348584 5.566911
6.999560 -5.655397 9.640355
7.020540 -1.778413 1.498913
7.032640 7.281482 -8.724336
7.047880 27.543740 -6.616199
7.064450 29.116746 1.361941
7.114040 11.640299 10.325885
7.130130 -7.520254 3.267892
7.146500 -12.172501 -5.651853
7.163060 -1.965357 -4.797894
7.179640 6.494695 5.646702
7.195940 3.048615 18.224339
7.212450 5.469096 4.857389
7.228550 13.085156 -2.021067
7.245060 12.196430 -5.862212
7.261830 4.317265 0.466440
7.294360 -3.283987 6.666148
7.310760 -2.300383 1.541372
7.327740 -0.319715 4.097634
7.343580 -4.365466 1.214172
7.360210 -1.402596 5.358088
7.376590 2.969716 4.992682
7.392680 -0.130805 0.654259
7.409480 12.175714 -4.525016
7.425960 17.401705 -2.112366
7.444850 14.053681 6.186315
7.458830 1.270543 8.207788
7.475460 -14.770507 11.694080
7.491560 -5.086589 -4.850655
7.507900 1.186125 -10.586898
7.540860 22.918507 -8.106165
7.557280 -15.703035 -7.144705
7.573840 -100.606323 -10.668176
7.589860 -132.297496 -22.201046
7.639160 -89.126614 -11.974844
7.656100 -4.519558 -0.415404
7.688280 11.453132 1.599970
7.704880 -14.808878 -1.935014
7.771270 -20.503300 7.847087
7.820220 -8.031520 16.413688
7.836590 9.878332 15.207063
7.853030 5.530188 10.347315
7.869720 -3.291434 10.747919
7.885510 -2.039568 -0.157410
7.903980 -6.893457 -7.791775
7.918810 20.306390 -21.631427
8.166030 16.739477 -10.741044
8.182980 4.914351 2.139255
8.198180 -11.750006 7.589994
8.214230 -15.691391 6.058582
8.231640 28.650649 -12.072968
8.247280 31.612029 -9.243128
8.378850 22.175866 -4.674344
8.395280 -5.601488 1.869659
8.411830 18.734770 -2.802657
8.429370 45.204174 -4.787522
8.526440 40.437106 1.406598
8.608570 12.662323 9.405544
8.624730 -17.318123 6.442724
8.641330 -5.156414 1.200373
8.674270 -14.356902 -6.240233
8.690900 13.760894 0.162513
8.707690 37.753293 9.681751
8.723330 37.017316 12.805296
8.739870 18.590668 6.047336
8.756650 -0.691563 -2.735483
8.772980 9.889106 -9.161022
8.789460 4.079360 -13.956649
8.806060 -1.651616 -6.695234
8.823200 -2.913009 -0.035253
8.839830 2.659604 6.059835
8.857210 10.801884 0.258845
8.874440 -0.968748 -1.418389
8.889720 4.293902 6.674205
8.920620 11.022281 12.130075
8.938960 12.639905 13.743863
8.954670 4.870044 10.987644
8.970870 -11.904699 14.089221
8.989350 -1.404372 7.699060
9.004170 3.013494 -2.053721
9.020000 1.610560 -6.695494
9.038130 -1.913414 -7.394947
9.053310 0.740407 -5.766070
9.069380 5.533780 -8.067628
9.087230 11.278743 -6.712340
9.102460 5.521040 -3.125959
9.117630 -3.897822 -2.695386
9.134570 -7.306281 -2.000488
9.150820 -1.395450 1.747999
9.167420 10.467244 6.767039
9.184100 3.521816 10.897268
9.200620 -2.363820 6.996914
9.216770 -2.972022 0.937795
9.234210 -3.507073 -10.388640
9.251460 -0.843690 -8.223784
9.267170 -1.110932 -1.336447
9.283620 6.113323 2.394460
9.300000 10.548673 -0.340952
9.316120 5.736185 -7.564783
9.331180 5.012568 -9.452256
9.347760 -5.142994 -7.703950
9.364380 -5.040354 0.732161
9.380710 -7.102326 7.102837
9.397260 -52.465138 9.385532
9.413730 -69.965179 4.418052
9.429780 -88.897825 -0.411907
9.446660 -63.255098 -4.854885
9.462770 -26.893853 -5.719807
9.479230 -14.270635 -9.912686
9.495770 5.288239 -11.405447
9.512250 -11.370720 -9.456367
9.561290 -14.187883 3.972784
