subj,cond,AOI,duration,order
User 33,page3,ca,0.049320,1
User 33,page3,ca,0.133300,2
User 33,page3,bb,0.131340,3
User 33,page3,bb,0.016360,4
User 33,page3,bb,0.016110,5
User 33,page3,bc,0.098870,6
User 33,page3,bc,0.081550,7
User 33,page3,bb,0.016360,8
User 33,page3,bc,0.130850,9
User 33,page3,bc,0.049310,10
User 33,page3,bc,0.131350,11
User 33,page3,bb,0.172120,12
User 33,page3,bb,0.165770,13
User 33,page3,bc,0.032470,14
User 33,page3,bc,0.147710,15
User 33,page3,bc,0.021490,16
User 33,page3,bb,0.016360,17
User 33,page3,bb,0.032230,18
User 33,page3,bb,0.143560,19
User 33,page3,bb,0.114260,20
