timestamp,x,y,duration,prev_sacc_amplitude,aoi_label
5.701050,1030.310400,314.107500,0.016240,0.000000,key_information
5.782840,936.721800,218.951250,0.098510,0.000000,key_information
5.948000,1006.236000,324.607500,0.032960,126.473188,alternative_to_participation
6.030030,1030.596000,245.630000,0.114870,82.648987,key_information
6.325560,518.884800,423.034500,0.016730,541.590905,study_purpose
6.424190,462.302400,294.115500,0.016730,140.789476,key_information
6.473630,461.466600,312.262125,0.098880,18.165863,key_information
6.638920,699.839467,233.787167,0.228150,250.958050,key_information
6.883910,743.055600,282.045750,0.033080,64.780592,key_information
6.966060,739.914000,89.129250,0.049690,192.942078,form_title
7.031860,740.896800,131.869500,0.016480,42.751548,form_title
7.179570,879.278400,482.296500,0.017090,376.760600,study_purpose
7.295040,918.691200,159.493250,0.114630,325.200411,key_information
7.475340,999.622400,160.573000,0.081910,80.938402,key_information
7.771240,438.572400,158.670750,0.032590,561.053225,key_information
7.869260,595.675733,282.114000,0.164920,199.799132,key_information
8.083370,685.742400,356.254500,0.065680,116.656839,alternative_to_participation
8.165160,733.908000,388.479000,0.017090,57.951216,study_purpose
8.215580,726.600000,307.380500,0.048580,81.427106,key_information
8.280880,774.436320,310.921800,0.164310,47.967221,key_information
8.641720,746.642400,77.164500,0.016480,235.403860,form_title
10.136960,893.793600,352.418500,0.049560,312.118952,alternative_to_participation
10.252320,988.870400,314.415500,0.049070,102.390556,key_information
11.483640,543.583600,200.672500,0.098640,459.584382,key_information
11.614750,544.320000,85.848000,0.016350,114.826861,form_title
11.680540,632.172369,187.899115,0.229860,134.656856,key_information
11.943240,646.396800,99.624000,0.016600,89.413816,form_title
12.551150,485.100000,227.493000,0.033080,205.832793,key_information
12.600460,442.125600,222.941250,0.033080,43.214783,key_information
38.919920,466.849600,762.216000,0.081910,539.841210,activities_and_procedures_cont
39.855350,648.555600,850.788750,0.214720,202.144014,activities_and_procedures_cont
40.151120,510.333600,743.874000,0.114750,174.745773,activities_and_procedures_cont
40.282470,569.167200,683.119500,0.065800,84.572465,activities_and_procedures_cont
40.413820,490.929600,997.048500,0.032960,323.531357,footer_page1
