0.066130 635.917800 80.901844 0.263490 239.405574 0.131740
0.461360 809.687200 245.581000 0.049500 22.806015 0.016540
0.527400 832.033440 250.137300 0.082340 26.609154 0.016510
0.626250 835.577867 276.509333 0.182250 419.890207 0.114500
0.923000 418.908000 224.605500 0.032990 18.641125 0.016670
0.972660 434.867300 234.238375 0.428740 36.093894 0.019500
1.420900 449.633333 267.173667 0.161990 36.547014 0.032860
1.615750 426.157200 239.163750 0.181250 27.584614 0.016390
1.813390 452.319382 247.907386 0.774990 36.573201 0.016510
2.604890 423.796800 225.015000 0.017360 405.818687 0.065130
2.687380 828.815400 250.485375 0.131890 33.646211 0.049630
2.868900 859.818581 237.413637 1.104490 31.088380 0.016630
3.990020 867.451200 267.550500 0.016880 425.846389 0.065490
4.072390 1288.954613 206.887333 0.890380 28.901168 0.016630
4.979400 1317.824073 208.240773 0.181370 18.590859 0.016480
5.177250 1315.036800 226.621500 0.016380 227.317396 0.082370
5.276000 1354.651200 450.460500 0.016510 51.484165 0.016510
5.309020 1308.967418 474.201000 0.201360 61.923825 0.013150
5.523530 1288.408800 532.612500 0.016360 44.077676 0.033110
5.573000 1303.046850 491.036437 0.280150 38.178911 0.016510
5.869660 1291.070400 527.288250 0.464840 385.660546 0.079410
6.413910 906.616523 496.804269 0.482480 55.467479 0.013490
6.909880 866.636400 458.356500 0.031500 60.019495 0.016510
6.957890 885.260000 515.413500 0.346370 441.476516 0.065740
7.370000 443.918618 504.491114 0.362910 30.368062 0.025730
7.758640 458.243100 531.268500 0.171990 58.435400 0.016940
7.947570 437.518200 476.631750 0.083190 26.648500 0.015660
8.046420 442.014918 502.898118 0.609710 127.227136 0.049500
8.705630 437.871000 630.057750 0.066010 62.013910 0.016510
8.788150 481.084800 674.535750 0.032860 51.723538 0.041390
8.862400 438.201120 703.454850 0.156490 31.432662 0.016510
9.035400 456.913800 728.710500 0.082980 47.303926 0.016140
9.134520 446.107200 774.763500 0.017490 75.468811 0.038790
9.190800 440.758957 699.484435 0.372220 34.191307 0.016630
9.579650 473.373600 709.747500 0.016390 54.462624 0.016600
9.612640 421.756533 692.373500 0.198030 387.456591 0.082090
9.892760 808.197600 720.407625 0.069000 66.229700 0.013550
9.975310 856.497600 765.723000 0.017180 66.581457 0.015780
10.008270 795.001200 740.202750 0.063230 63.859362 0.003880
10.075380 858.639600 734.895000 0.031740 26.559285 0.016510
10.123630 878.354400 752.691692 0.214380 75.179051 0.049900
10.387910 924.466200 693.315000 0.065460 36.314857 0.016780
10.470150 938.683200 726.731250 0.082250 76.629680 0.016630
10.569030 933.004800 650.312250 0.044100 69.147310 0.005250
10.618380 940.704800 719.029500 0.250240 29.519315 0.030150
10.898770 968.795100 709.956188 0.164890 342.342134 0.105830
11.169490 1301.400240 791.023800 0.212500 17.688962 0.011530
11.393520 1319.049200 792.212750 0.131750 10.941496 0.016480
11.541750 1323.567840 782.247900 0.082360 23.078924 0.033030
11.657140 1319.416000 759.545500 0.082360 41.007078 0.016630
11.756130 1310.820000 719.449500 0.037880 36.257487 0.011620
11.805630 1316.241920 755.299300 0.280120 38.812883 0.017770
12.103520 1295.872200 788.337375 0.097870 92.712425 0.032890
12.234280 1294.473600 695.635500 0.016360 125.357463 0.091890
12.342530 1342.975200 811.230000 0.016850 64.446807 0.026640
12.386020 1331.089200 747.888750 0.095490 60.501520 0.066130
12.547640 1272.892800 764.430000 0.132380 83.252897 0.015990
12.696010 1301.697600 842.541000 0.033150 80.268165 0.016450
12.745610 1263.484062 771.952731 0.230680 32.874954 0.028350
13.004640 1296.204000 775.141500 0.037780 24.549846 0.016360
13.058780 1272.361800 769.289625 0.483730 27.684609 0.018620
13.561130 1273.876800 741.646500 0.008760 304.699782 0.097250
13.667140 977.578800 670.587000 0.221620 337.386333 0.060250
13.949010 1304.735040 753.039000 0.181360 38.726315 0.016630
14.147000 1296.506400 715.197000 0.016510 71.855717 0.016510
14.180020 1300.370400 786.948750 0.042000 218.362446 1.210870
15.432890 1135.336800 643.959000 0.132230 42.592063 0.016270
15.581390 1103.790240 672.575400 0.115360 157.344799 0.923860
16.620610 1019.642400 805.528500 0.016840 107.639723 0.053070
16.690520 1116.502800 758.577750 0.048370 55.130004 0.013120
16.752010 1074.040800 793.738750 0.099000 0.000000 0.013120
