timestamp,x,y,duration,prev_sacc_amplitude,aoi_label
0.065800,1141.777000,853.784750,0.214350,0.000000,protection_privacy
0.361820,685.188000,435.886500,0.016350,0.000000,exclusion_inclusion
0.444090,631.797600,82.509000,0.016360,357.388014,act_procedures_cont
0.494750,618.760800,172.977000,0.033570,91.402501,participation_time
0.575320,565.286400,18.961250,0.213500,163.034851,act_procedures_cont
0.887820,504.268800,35.794500,0.016840,63.296965,act_procedures_cont
0.919680,576.665600,40.820500,0.066400,72.571050,act_procedures_cont
1.001950,620.767754,24.287308,0.558600,47.099325,act_procedures_cont
1.774050,702.850400,16.296000,0.115110,82.470733,act_procedures_cont
1.938480,849.284100,35.377125,0.234490,147.671655,act_procedures_cont
2.184690,814.800000,28.150500,0.016360,35.233184,act_procedures_cont
2.830320,964.420800,0.136500,0.014280,152.220787,act_procedures_cont
2.860600,928.502400,26.880000,0.016480,44.781093,act_procedures_cont
3.024290,1103.765600,25.196500,0.657840,175.271285,act_procedures_cont
3.844480,613.250400,36.771000,0.015990,490.651741,act_procedures_cont
3.975710,525.411600,74.723250,0.049310,95.687136,act_procedures_cont
4.041380,586.981920,28.116200,0.330080,77.221250,act_procedures_cont
4.420780,618.265200,153.184500,0.035030,128.921384,participation_time
4.503910,650.968267,47.303667,0.608390,110.816251,act_procedures_cont
5.127440,677.107200,147.210000,0.016850,103.269159,participation_time
5.193730,745.669400,21.139125,0.194700,143.508330,act_procedures_cont
5.422610,773.472000,98.700000,0.020510,82.393409,act_procedures_cont
5.569820,772.786560,5.352900,0.116950,93.349617,act_procedures_cont
5.716550,887.905200,3.391500,0.033210,115.135348,act_procedures_cont
5.798830,863.945600,110.337500,0.049310,109.597032,act_procedures_cont
5.864750,835.522800,57.450750,0.032830,60.040519,act_procedures_cont
5.914550,774.234109,75.834818,0.180540,63.986542,act_procedures_cont
6.111450,772.980000,80.499000,0.115360,4.829843,act_procedures_cont
6.259770,866.255600,30.042250,0.164180,106.048202,act_procedures_cont
6.439700,925.226400,18.429600,0.148190,60.103318,act_procedures_cont
6.604250,968.536800,65.236500,0.016720,63.770500,act_procedures_cont
6.719730,1073.091600,25.222750,0.163690,111.950017,act_procedures_cont
6.981930,1037.227800,56.109375,0.197030,47.330706,act_procedures_cont
7.198120,1081.248000,62.506500,0.030640,44.482595,act_procedures_cont
7.261600,1178.085067,20.531000,0.213250,105.543167,act_procedures_cont
7.803220,561.342600,55.631625,0.065550,617.740499,act_procedures_cont
7.886350,593.468400,101.650500,0.032470,56.123114,act_procedures_cont
7.935910,537.331200,46.236750,0.065430,78.880092,act_procedures_cont
8.034420,609.466480,90.856150,0.557500,84.819747,act_procedures_cont
8.674070,708.246000,103.498500,0.032600,99.585253,act_procedures_cont
8.723880,699.573600,59.484900,0.692010,44.859865,act_procedures_cont
9.462650,805.609000,136.705625,0.216310,131.173726,act_procedures_cont
9.694950,854.451733,100.940000,0.145380,60.537530,act_procedures_cont
9.873540,871.021200,27.783000,0.065300,75.009959,act_procedures_cont
9.957520,949.775400,91.579688,0.130250,101.352066,act_procedures_cont
10.120970,937.770400,27.996500,0.064700,64.706582,act_procedures_cont
10.202270,993.972000,38.094000,0.016480,57.101483,act_procedures_cont
10.253050,975.848160,104.973750,0.162720,69.291951,act_procedures_cont
10.465940,1073.685078,48.846913,0.409550,112.793104,act_procedures_cont
10.907710,1072.394400,64.228500,0.016480,15.435643,act_procedures_cont
10.940550,1045.411733,88.590833,0.168340,36.353646,act_procedures_cont
11.124390,1102.909920,102.787650,0.230350,59.224919,act_procedures_cont
11.402830,1174.269600,23.814000,0.050050,106.437969,act_procedures_cont
11.534420,583.870560,125.000400,0.081790,599.007274,act_procedures_cont
11.633540,574.190400,80.745000,0.082400,45.301721,act_procedures_cont
11.731810,555.814560,28.064400,0.113040,55.793522,act_procedures_cont
11.893800,698.905200,92.090250,0.032960,156.761732,act_procedures_cont
11.959590,650.479200,9.292500,0.082400,95.919471,act_procedures_cont
12.091550,759.240873,96.141818,0.180180,139.182993,act_procedures_cont
12.304690,861.279300,69.117563,0.165160,105.556388,act_procedures_cont
12.518680,1002.492000,90.492000,0.114860,142.821193,act_procedures_cont
12.682740,1114.680000,73.899000,0.016230,113.408443,act_procedures_cont
12.715820,1133.050800,13.518750,0.098510,63.113080,act_procedures_cont
12.846920,1109.522400,114.578100,0.114990,103.762121,act_procedures_cont
12.996090,1152.009600,7.507500,0.113290,115.192342,act_procedures_cont
13.141970,1127.968800,112.178062,0.148560,107.395934,act_procedures_cont
13.437870,564.305280,95.588500,0.298340,563.907596,act_procedures_cont
13.752690,632.086933,65.021833,0.180540,74.355051,act_procedures_cont
13.964230,711.284933,74.658500,0.331180,79.782132,act_procedures_cont
14.341800,849.525600,162.151500,0.016350,163.601672,participation_time
14.407960,889.996800,68.108250,0.033320,102.381888,act_procedures_cont
14.490230,729.986880,160.314000,0.081910,184.675593,participation_time
14.588750,756.596400,203.180250,0.032710,50.453760,risks_discomforts
14.640010,735.554400,134.578500,0.030770,71.756295,act_procedures_cont
14.687130,693.806400,178.521000,0.016480,60.612200,participation_time
14.736940,781.401600,159.778500,0.130610,89.577901,participation_time
14.933840,891.223200,115.035900,0.082030,118.586188,act_procedures_cont
15.049190,924.106400,133.637000,0.049080,37.779700,act_procedures_cont
15.130490,948.150000,196.838250,0.032600,67.620209,risks_discomforts
15.180050,910.257600,131.706750,0.032110,75.352148,act_procedures_cont
15.278810,705.992509,164.236227,0.262210,206.839054,participation_time
15.573730,747.283200,225.121500,0.115110,73.565872,risks_discomforts
15.721440,811.083840,167.420400,0.229980,86.022896,participation_time
15.968140,865.453867,157.532667,0.147950,55.261805,participation_time
16.148800,901.076400,165.909333,0.427130,36.594172,participation_time
16.592160,975.694650,216.026344,0.312380,89.886584,risks_discomforts
16.937380,991.389000,183.784125,0.082030,35.859075,participation_time
17.068600,1080.460338,223.391538,0.542610,97.480514,risks_discomforts
17.725710,524.095200,202.855500,0.164790,556.744013,risks_discomforts
17.923100,565.076894,222.052765,0.344720,45.255212,risks_discomforts
18.284550,582.237600,142.070250,0.032340,81.802766,act_procedures_cont
18.383060,604.951200,265.891500,0.016350,125.887289,possible_benefits
18.471310,719.440400,151.936750,0.096070,161.534708,participation_time
18.582400,749.758800,268.490250,0.030520,120.432237,possible_benefits
18.646120,771.044400,201.621000,0.034300,70.175305,risks_discomforts
18.728150,711.009600,221.592000,0.032960,63.269409,risks_discomforts
18.777470,771.901200,230.832000,0.032340,61.588672,risks_discomforts
18.827030,742.308000,290.624250,0.032350,66.714846,possible_benefits
18.893430,760.896436,194.050977,0.393190,98.345956,risks_discomforts
19.352050,742.431200,288.345750,0.101080,96.085738,possible_benefits
19.467650,780.296677,202.847077,0.262700,93.508382,risks_discomforts
19.795900,838.329600,188.541000,0.115230,59.770260,participation_time
19.927250,812.190400,172.266500,0.049920,30.791511,participation_time
20.009890,873.322800,178.631250,0.032470,61.462837,participation_time
20.059200,926.923200,163.212000,0.016120,55.774153,participation_time
20.108890,862.184400,137.597250,0.032350,69.622034,act_procedures_cont
20.157470,866.745600,184.285500,0.016850,46.910524,participation_time
20.207640,920.675280,159.987450,0.163580,59.150703,participation_time
20.420170,1053.326400,111.226500,0.017940,141.329225,act_procedures_cont
20.452390,1012.620000,162.015000,0.016600,65.088269,participation_time
20.485350,1060.942400,141.891750,0.099000,52.345005,act_procedures_cont
20.617430,966.856800,180.988500,0.016240,101.885504,participation_time
