subj,cond,AOI,duration,order
User 7,calib-verif,bc,0.014400,1
User 7,calib-verif,bc,0.047860,2
User 7,calib-verif,bc,0.065430,3
User 7,calib-verif,bc,0.098390,4
User 7,calib-verif,ac,0.114750,5
User 7,calib-verif,ac,0.246340,6
User 7,calib-verif,ac,0.033450,7
User 7,calib-verif,ac,1.724610,8
User 7,calib-verif,ac,0.048830,9
User 7,calib-verif,ac,0.427250,10
User 7,calib-verif,ac,0.345220,11
User 7,calib-verif,bc,0.035160,12
User 7,calib-verif,bc,0.181640,13
User 7,calib-verif,bc,0.065680,14
User 7,calib-verif,bc,0.032710,15
User 7,calib-verif,cc,0.036380,16
User 7,calib-verif,bc,0.080810,17
User 7,calib-verif,bc,0.049800,18
User 7,calib-verif,bc,0.125000,19
User 7,calib-verif,bc,0.329840,20
User 7,calib-verif,bc,0.032960,21
User 7,calib-verif,bc,0.048830,22
User 7,calib-verif,cc,0.116700,23
User 7,calib-verif,cc,0.064450,24
User 7,calib-verif,cc,0.045900,25
User 7,calib-verif,bc,0.114740,26
User 7,calib-verif,cc,0.476570,27
User 7,calib-verif,cc,0.131590,28
User 7,calib-verif,cc,0.099860,29
User 7,calib-verif,cc,0.019280,30
User 7,calib-verif,cc,0.064700,31
User 7,calib-verif,cc,0.015870,32
User 7,calib-verif,bc,0.017570,33
User 7,calib-verif,cc,0.016110,34
User 7,calib-verif,cc,0.015870,35
User 7,calib-verif,cc,0.046390,36
User 7,calib-verif,bc,0.017570,37
User 7,calib-verif,bc,0.148200,38
User 7,calib-verif,dc,0.689950,39
User 7,calib-verif,dc,0.032470,40
User 7,calib-verif,dc,0.032710,41
User 7,calib-verif,dc,0.049320,42
User 7,calib-verif,dc,0.145260,43
User 7,calib-verif,cc,0.032470,44
User 7,calib-verif,dc,0.820070,45
User 7,calib-verif,cc,0.016600,46
User 7,calib-verif,dc,0.657220,47
User 7,calib-verif,dc,0.130610,48
User 7,calib-verif,dc,0.541750,49
User 7,calib-verif,cc,0.015870,50
User 7,calib-verif,ab,0.296390,51
User 7,calib-verif,bb,0.050050,52
User 7,calib-verif,ab,0.985600,53
User 7,calib-verif,ab,0.395020,54
User 7,calib-verif,ab,0.245840,55
User 7,calib-verif,ab,0.197020,56
User 7,calib-verif,ab,0.311040,57
User 7,calib-verif,ab,1.085210,58
User 7,calib-verif,cb,0.131590,59
User 7,calib-verif,cb,0.197030,60
User 7,calib-verif,cb,1.166020,61
User 7,calib-verif,cc,0.031010,62
User 7,calib-verif,bb,0.656980,63
User 7,calib-verif,cb,0.165040,64
User 7,calib-verif,bc,0.033200,65
User 7,calib-verif,cb,0.394780,66
User 7,calib-verif,bb,0.049070,67
User 7,calib-verif,dc,0.011970,68
User 7,calib-verif,db,0.016600,69
User 7,calib-verif,db,0.032720,70
User 7,calib-verif,db,0.065190,71
User 7,calib-verif,db,0.164070,72
User 7,calib-verif,db,0.228030,73
User 7,calib-verif,dc,0.049080,74
User 7,calib-verif,db,0.197270,75
User 7,calib-verif,db,0.410640,76
User 7,calib-verif,db,0.035640,77
User 7,calib-verif,db,0.162840,78
User 7,calib-verif,db,0.575680,79
User 7,calib-verif,db,0.278320,80
User 7,calib-verif,ba,0.460210,81
User 7,calib-verif,aa,0.165040,82
User 7,calib-verif,aa,0.197510,83
User 7,calib-verif,aa,0.903080,84
User 7,calib-verif,ab,0.031000,85
User 7,calib-verif,ab,0.016360,86
User 7,calib-verif,aa,0.969240,87
User 7,calib-verif,cb,0.653320,88
User 7,calib-verif,ca,0.049560,89
User 7,calib-verif,cb,0.032950,90
User 7,calib-verif,ca,1.311770,91
User 7,calib-verif,ca,0.542480,92
User 7,calib-verif,ca,0.049320,93
User 7,calib-verif,ca,0.180660,94
User 7,calib-verif,cb,0.081790,95
User 7,calib-verif,ca,0.016850,96
User 7,calib-verif,cb,0.100340,97
User 7,calib-verif,cb,0.032480,98
User 7,calib-verif,db,0.673830,99
User 7,calib-verif,db,0.607670,100
User 7,calib-verif,db,1.281250,101
User 7,calib-verif,db,0.576410,102
