subj,cond,AOI,duration,order
User 39,calib-verif,ca,0.015620,1
User 39,calib-verif,ca,0.016600,2
User 39,calib-verif,bb,0.016600,3
User 39,calib-verif,bb,0.098640,4
User 39,calib-verif,bb,0.065430,5
User 39,calib-verif,bc,0.032720,6
User 39,calib-verif,ac,0.189940,7
User 39,calib-verif,ab,0.130860,8
User 39,calib-verif,ab,0.015630,9
User 39,calib-verif,ac,0.163570,10
User 39,calib-verif,ab,1.070310,11
User 39,calib-verif,ab,0.375490,12
User 39,calib-verif,ac,0.130860,13
User 39,calib-verif,ab,0.458980,14
User 39,calib-verif,bc,0.016610,15
User 39,calib-verif,bb,0.919920,16
User 39,calib-verif,bb,0.049320,17
User 39,calib-verif,bc,0.016600,18
User 39,calib-verif,bb,0.524900,19
User 39,calib-verif,cb,0.016610,20
User 39,calib-verif,cb,2.255860,21
User 39,calib-verif,bb,0.623040,22
User 39,calib-verif,ba,0.279780,23
User 39,calib-verif,bb,0.836920,24
User 39,calib-verif,bb,0.049320,25
User 39,calib-verif,bb,0.327150,26
User 39,calib-verif,bb,1.774410,27
User 39,calib-verif,cb,0.082030,28
User 39,calib-verif,cb,0.854980,29
User 39,calib-verif,cb,0.032710,30
User 39,calib-verif,cb,0.212890,31
User 39,calib-verif,ca,0.033210,32
User 39,calib-verif,cb,0.476560,33
User 39,calib-verif,aa,1.541990,34
User 39,calib-verif,ba,1.085450,35
User 39,calib-verif,ba,0.344240,36
User 39,calib-verif,ca,0.049310,37
User 39,calib-verif,ca,0.311520,38
User 39,calib-verif,ca,0.936040,39
User 39,calib-verif,ca,0.082520,40
User 39,calib-verif,bb,0.168460,41
