subj,cond,AOI,duration,order
User 32,calib-verif,bb,0.032870,1
User 32,calib-verif,bb,0.098330,2
User 32,calib-verif,bb,0.016390,3
User 32,calib-verif,bb,0.049160,4
User 32,calib-verif,bb,0.047340,5
User 32,calib-verif,ac,0.114100,6
User 32,calib-verif,ac,0.032410,7
User 32,calib-verif,ac,0.114830,8
User 32,calib-verif,bc,0.081880,9
User 32,calib-verif,ab,0.049840,10
User 32,calib-verif,bb,0.048460,11
User 32,calib-verif,ac,0.131500,12
User 32,calib-verif,cc,0.197480,13
User 32,calib-verif,cb,0.015840,14
User 32,calib-verif,cc,0.033350,15
User 32,calib-verif,cb,0.065760,16
User 32,calib-verif,cc,0.068420,17
User 32,calib-verif,cc,0.016640,18
User 32,calib-verif,cb,0.017060,19
User 32,calib-verif,cc,0.181270,20
User 32,calib-verif,cb,0.016420,21
User 32,calib-verif,cb,0.017060,22
User 32,calib-verif,cb,0.164430,23
User 32,calib-verif,cb,0.015840,24
User 32,calib-verif,cb,0.082070,25
User 32,calib-verif,cb,0.032720,26
User 32,calib-verif,cb,0.016570,27
User 32,calib-verif,cb,0.130520,28
User 32,calib-verif,cb,0.016450,29
User 32,calib-verif,cb,0.016380,30
User 32,calib-verif,bb,0.016180,31
User 32,calib-verif,bb,0.016640,32
User 32,calib-verif,bb,0.016260,33
User 32,calib-verif,ab,0.146850,34
User 32,calib-verif,cb,0.098050,35
User 32,calib-verif,cb,0.115880,36
User 32,calib-verif,cb,0.032810,37
User 32,calib-verif,cb,0.036930,38
User 32,calib-verif,ca,0.017790,39
User 32,calib-verif,ca,0.016730,40
User 32,calib-verif,ba,0.033420,41
User 32,calib-verif,ba,0.016290,42
User 32,calib-verif,ba,0.016480,43
User 32,calib-verif,ba,0.149630,44
User 32,calib-verif,da,0.015170,45
User 32,calib-verif,da,0.016720,46
User 32,calib-verif,ca,0.064430,47
User 32,calib-verif,ca,0.016380,48
User 32,calib-verif,ca,0.032960,49
User 32,calib-verif,ca,0.047700,50
User 32,calib-verif,cb,0.082000,51
User 32,calib-verif,cb,0.016720,52
User 32,calib-verif,cb,0.016690,53
User 32,calib-verif,bb,0.016270,54
User 32,calib-verif,cc,0.032410,55
User 32,calib-verif,cb,0.016970,56
User 32,calib-verif,bb,0.034760,57
User 32,calib-verif,bb,0.017060,58
User 32,calib-verif,bb,0.031400,59
User 32,calib-verif,bb,0.016140,60
User 32,calib-verif,bb,0.015960,61
