subj,cond,AOI,duration,order
User 26,calib-verif,bc,0.033690,1
User 26,calib-verif,bc,0.163570,2
User 26,calib-verif,ac,0.473140,3
User 26,calib-verif,ac,0.229490,4
User 26,calib-verif,ac,1.643070,5
User 26,calib-verif,bc,0.112300,6
User 26,calib-verif,bc,0.359860,7
User 26,calib-verif,bc,0.016600,8
User 26,calib-verif,cc,0.032220,9
User 26,calib-verif,bc,0.082030,10
User 26,calib-verif,bc,0.279300,11
User 26,calib-verif,bc,0.101080,12
User 26,calib-verif,bc,0.032710,13
User 26,calib-verif,cc,0.033210,14
User 26,calib-verif,bc,0.017090,15
User 26,calib-verif,bc,0.049810,16
User 26,calib-verif,bc,0.016610,17
User 26,calib-verif,cc,0.066400,18
User 26,calib-verif,bc,0.146000,19
User 26,calib-verif,bc,0.591310,20
User 26,calib-verif,bc,0.033690,21
User 26,calib-verif,bc,0.032710,22
User 26,calib-verif,dc,0.114260,23
User 26,calib-verif,cc,0.656740,24
User 26,calib-verif,cc,0.147950,25
User 26,calib-verif,cb,0.016110,26
User 26,calib-verif,cc,0.047850,27
User 26,calib-verif,cc,0.165530,28
User 26,calib-verif,cc,0.181150,29
User 26,calib-verif,cc,0.344720,30
User 26,calib-verif,cc,0.082040,31
User 26,calib-verif,cc,0.525390,32
User 26,calib-verif,ab,0.016110,33
User 26,calib-verif,ab,0.493170,34
User 26,calib-verif,ab,0.444340,35
User 26,calib-verif,ab,1.411620,36
User 26,calib-verif,ab,0.196290,37
User 26,calib-verif,bb,1.135740,38
User 26,calib-verif,bb,0.032710,39
User 26,calib-verif,cb,0.032710,40
User 26,calib-verif,bb,0.493160,41
User 26,calib-verif,bb,0.295900,42
User 26,calib-verif,bb,0.312020,43
User 26,calib-verif,db,0.033210,44
User 26,calib-verif,db,0.010250,45
User 26,calib-verif,cb,0.084960,46
User 26,calib-verif,cb,0.673340,47
User 26,calib-verif,db,0.032710,48
User 26,calib-verif,cb,0.524410,49
User 26,calib-verif,cb,0.476080,50
User 26,calib-verif,cb,0.065420,51
User 26,calib-verif,cb,0.032710,52
User 26,calib-verif,db,0.131830,53
User 26,calib-verif,cb,0.016610,54
User 26,calib-verif,db,0.098630,55
User 26,calib-verif,cb,0.049320,56
User 26,calib-verif,aa,0.407220,57
User 26,calib-verif,ba,0.018560,58
User 26,calib-verif,aa,1.413090,59
User 26,calib-verif,aa,0.375490,60
User 26,calib-verif,aa,0.016110,61
User 26,calib-verif,ba,0.360840,62
User 26,calib-verif,ca,0.016600,63
User 26,calib-verif,bb,0.722170,64
User 26,calib-verif,ba,0.032710,65
User 26,calib-verif,ca,0.574700,66
User 26,calib-verif,bb,0.131340,67
User 26,calib-verif,ba,0.461920,68
User 26,calib-verif,da,0.161630,69
User 26,calib-verif,da,0.804680,70
User 26,calib-verif,da,0.180660,71
User 26,calib-verif,da,0.081540,72
User 26,calib-verif,da,0.016600,73
User 26,calib-verif,ca,0.032720,74
User 26,calib-verif,ca,0.082030,75
User 26,calib-verif,da,0.082030,76
User 26,calib-verif,ca,0.130860,77
User 26,calib-verif,ca,0.132320,78
User 26,calib-verif,da,0.035150,79
