timestamp,x,y,duration,prev_sacc_amplitude,aoi_label
0.115050,441.693382,244.779818,0.199710,0.000000,top_left
0.361630,373.077600,198.838500,0.016120,0.000000,top_left
0.394410,336.313600,217.112000,0.148250,41.054994,top_left
0.558590,361.737600,257.530875,0.065620,47.750029,top_left
0.723080,358.952533,221.375000,0.150880,36.262982,top_left
0.905210,368.498836,252.119636,0.557190,32.192617,top_left
1.513000,684.341700,226.651031,0.277890,316.868055,top_middle
1.872620,277.804800,307.839000,0.016360,414.564515,top_left
1.938540,256.284000,188.716500,0.016480,121.050877,top_left
2.004520,406.224000,299.365500,0.016050,186.347001,top_left
2.053650,315.259200,198.618000,0.114810,135.737444,top_left
2.184940,302.853600,245.364000,0.016540,48.364113,top_left
2.299870,817.975200,240.933000,0.016660,515.140657,top_middle
2.497070,1212.943200,272.097000,0.016420,396.195553,top_right
2.529790,1170.572200,257.803875,0.213680,44.716832,top_right
2.891720,1147.443537,279.797921,0.328620,31.916659,top_right
3.253110,1131.026400,350.154000,0.016600,72.246109,top_right
3.318970,1162.604800,280.556500,0.049380,76.426483,top_right
3.417480,1149.663900,450.909375,0.131410,170.843697,right
3.565250,1108.212000,407.557500,0.032770,59.980372,right
3.631100,1132.639200,489.100500,0.032840,85.123140,right
3.696530,1140.715520,438.179000,0.246520,51.557988,right
4.025330,1228.833200,615.144250,0.098390,197.690225,right
4.353820,760.922400,234.591000,0.016480,603.126266,top_middle
4.403020,790.432800,297.873000,0.130920,69.824603,top_middle
4.567380,761.376000,177.660000,0.015930,123.674828,top_middle
4.632810,773.698800,320.444250,0.033330,143.315015,top_middle
4.706120,775.622400,209.480250,0.026300,110.980672,top_middle
4.748050,773.550831,255.486808,0.213740,46.053173,top_middle
5.060550,754.234473,261.905318,0.213380,20.354827,top_middle
5.290160,750.881600,321.786500,0.049260,59.974976,top_middle
5.389040,769.448400,188.464500,0.131220,134.608624,top_middle
5.536740,765.875600,280.129500,0.099610,91.734602,top_middle
5.766480,1132.586400,283.957500,0.263060,366.730779,top_right
6.130370,766.991867,209.387500,0.359380,373.122028,top_middle
6.538940,759.972000,245.589000,0.115480,36.875834,top_middle
6.688230,753.855822,238.031111,1.066290,9.722619,top_middle
7.786620,733.422200,219.925125,0.280460,27.301276,top_middle
8.165220,1167.064500,317.636813,0.131590,444.514587,top_right
8.345950,1190.868000,222.127500,0.016350,98.430866,top_right
8.428040,1112.582800,397.475750,0.131530,192.030157,top_right
8.576170,1110.799200,336.409500,0.016480,61.092292,top_right
8.609130,1155.612864,251.726580,0.541750,95.809506,top_right
9.201600,1140.400800,353.209500,0.033870,102.616714,top_right
9.265810,1135.016400,213.018750,0.048890,140.294113,top_right
9.331480,1157.116800,227.654700,0.246220,26.507333,top_right
9.610470,1155.482259,233.832529,0.411010,6.390407,top_right
10.070430,1162.674545,230.982818,0.246830,7.736268,top_right
10.349910,1133.977600,205.208500,0.065560,38.572401,top_right
10.448610,1162.249200,231.427875,0.065370,38.558255,top_right
10.530760,1131.135600,296.173500,0.065430,71.833502,top_right
10.613040,1146.961200,237.200250,0.032530,61.059756,top_right
10.678590,1156.758400,327.495000,0.049250,90.824705,top_right
10.744080,1138.101067,262.826667,0.459960,67.305939,top_right
11.236940,1098.266400,309.566250,0.049190,61.411638,top_right
11.302550,1143.613800,248.444000,0.197140,76.107267,top_right
11.516360,1145.844000,305.128250,0.098690,56.728106,top_right
11.664250,1121.618400,434.211750,0.066040,131.337084,right
11.746150,1144.668000,464.417100,0.098880,37.995358,right
11.910770,1116.683400,601.046250,0.065370,139.465632,right
12.025570,1159.271400,530.578125,0.098580,82.337685,right
12.140440,1143.343200,486.484500,0.134040,46.882356,right
12.288570,1123.038000,563.718750,0.065490,79.858816,right
12.370730,1136.492000,508.862667,0.295530,56.481855,right
12.682800,1127.290080,547.810200,0.164430,40.019816,right
12.863160,1150.230000,528.234000,0.279660,30.157379,right
13.175600,1139.579700,505.908375,0.131160,24.735853,right
13.324040,1140.222918,561.089735,0.278800,55.185109,right
13.619320,1144.848000,540.697500,0.574830,20.910157,right
14.210820,1133.821920,589.122800,0.246390,49.664717,right
14.525210,1132.622400,766.962000,0.015500,177.843245,bottom_right
14.558230,1188.608400,732.280500,0.030940,65.857715,bottom_right
14.604740,1131.831680,807.921333,0.854610,94.578706,bottom_right
15.475890,1133.531467,811.053833,0.147830,3.563963,bottom_right
15.640560,1131.770814,808.936293,0.524970,2.753884,bottom_right
16.184450,1130.073382,789.003170,0.753360,20.005266,bottom_right
17.069210,441.720300,564.914437,0.164370,723.910026,left
17.283870,360.012520,736.387750,1.050300,189.945409,bottom_left
