0.056610 -1.238093
0.445500 0.443568
0.626250 -1.902916
0.892880 -0.449010
0.923000 0.173368
0.972660 1.345180
1.420900 0.547866
1.615750 0.757678
2.687380 4.472559
3.990020 -3.000256
4.061770 1.325974
5.276000 -0.256577
5.309020 0.947787
5.573000 0.780098
5.869660 -1.016331
6.413910 1.397872
6.909880 -0.363183
6.957890 -1.845267
7.370000 1.394746
7.758640 1.046513
8.046420 0.879037
8.705630 -0.165575
8.788150 -0.173043
8.851410 0.527256
9.035400 -0.032489
9.134520 -0.541792
9.190800 -0.340562
9.892760 -0.183781
9.975310 -0.269562
10.008270 -0.149763
10.075380 0.381859
10.381620 0.026560
10.470150 -0.400437
10.569030 -0.427109
10.618380 -0.983244
11.169490 1.357491
11.640750 1.310466
12.103520 -0.538606
12.234280 -1.150974
12.342530 -0.351012
12.386020 0.174202
12.547640 0.527379
12.696010 1.327858
13.058780 -0.443533
13.667140 -1.588991
13.949010 0.507823
14.180020 -1.739468
15.432890 0.278215
15.581390 -1.077993
16.620610 -0.635672
16.690520 -0.133064
16.752010 -0.133064
