subj,cond,AOI,duration,order
User 8,page3,bc,0.295900,1
User 8,page3,bc,0.380610,2
User 8,page3,bb,0.098150,3
User 8,page3,bb,0.163820,4
User 8,page3,bb,0.296390,5
User 8,page3,bb,0.165290,6
User 8,page3,bc,1.001710,7
User 8,page3,bc,0.048580,8
User 8,page3,bc,0.507570,9
User 8,page3,bc,1.001460,10
User 8,page3,bc,0.015380,11
User 8,page3,cc,0.147700,12
User 8,page3,bc,0.032960,13
User 8,page3,bc,0.032720,14
User 8,page3,bc,0.065430,15
User 8,page3,bc,0.015620,16
User 8,page3,bc,0.098630,17
User 8,page3,cc,0.394770,18
User 8,page3,cc,0.246580,19
User 8,page3,bc,0.017090,20
User 8,page3,bc,0.032230,21
User 8,page3,bc,0.032960,22
User 8,page3,bc,0.148920,23
User 8,page3,cc,0.116450,24
User 8,page3,bc,0.263180,25
User 8,page3,bc,0.081790,26
User 8,page3,bc,0.097900,27
User 8,page3,bc,0.197260,28
User 8,page3,bc,0.049560,29
User 8,page3,bc,0.064700,30
User 8,page3,bc,0.114750,31
User 8,page3,bc,0.065430,32
User 8,page3,bc,0.428470,33
User 8,page3,bc,0.379880,34
User 8,page3,bc,0.130610,35
User 8,page3,bc,0.114750,36
User 8,page3,bc,0.017090,37
User 8,page3,bc,0.096920,38
User 8,page3,bc,0.032960,39
User 8,page3,bc,0.016360,40
User 8,page3,bc,0.213620,41
User 8,page3,cc,0.065680,42
User 8,page3,cc,0.213630,43
User 8,page3,bc,0.032470,44
User 8,page3,bc,0.017090,45
User 8,page3,cc,0.131110,46
User 8,page3,bc,0.017090,47
User 8,page3,bc,0.082520,48
User 8,page3,cc,0.147470,49
User 8,page3,cc,0.213140,50
User 8,page3,cc,0.473880,51
User 8,page3,cc,0.230230,52
User 8,page3,cc,0.164800,53
User 8,page3,cc,0.032960,54
User 8,page3,cc,0.294190,55
User 8,page3,cc,0.706790,56
User 8,page3,cc,0.049070,57
User 8,page3,bc,0.147950,58
