subj,cond,AOI,duration,order
User 1,p1,ca,0.097380,1
User 1,p1,cc,0.148620,2
User 1,p1,cb,0.028380,3
User 1,p1,cb,0.039860,4
User 1,p1,cb,0.065000,5
User 1,p1,cb,0.035460,6
User 1,p1,cb,0.033260,7
User 1,p1,cb,0.148500,8
User 1,p1,cc,0.137490,9
User 1,p1,bc,0.181240,10
User 1,p1,cc,0.017730,11
User 1,p1,cc,0.046780,12
User 1,p1,cc,0.022850,13
User 1,p1,cc,0.148370,14
User 1,p1,cc,0.033500,15
User 1,p1,cc,0.033020,16
User 1,p1,cc,0.011870,17
User 1,p1,cc,0.078400,18
User 1,p1,cc,0.047610,19
User 1,p1,cc,0.066250,20
User 1,p1,cc,0.100410,21
User 1,p1,cc,0.082370,22
User 1,p1,cc,0.034630,23
User 1,p1,cc,0.031890,24
User 1,p1,cc,0.230770,25
User 1,p1,cb,0.036470,26
User 1,p1,cb,0.058380,27
User 1,p1,cb,0.329500,28
User 1,p1,cb,0.020720,29
User 1,p1,cb,0.187010,30
User 1,p1,cb,0.049410,31
User 1,p1,cb,0.377440,32
User 1,p1,cb,0.016750,33
User 1,p1,cb,0.009370,34
User 1,p1,cb,0.035400,35
User 1,p1,cb,0.099640,36
User 1,p1,ca,0.426880,37
User 1,p1,ca,0.282740,38
User 1,p1,cb,0.011510,39
User 1,p1,ca,0.016510,40
User 1,p1,cb,0.016630,41
User 1,p1,cb,0.025110,42
User 1,p1,cb,0.209260,43
User 1,p1,cb,0.032750,44
User 1,p1,cb,0.016510,45
User 1,p1,cb,0.355560,46
User 1,p1,cb,0.033140,47
User 1,p1,cb,0.417760,48
User 1,p1,cb,0.016510,49
User 1,p1,cb,0.098720,50
User 1,p1,cc,0.012430,51
User 1,p1,cb,0.164920,52
User 1,p1,cc,0.243340,53
User 1,p1,cc,0.445280,54
User 1,p1,cb,0.016510,55
User 1,p1,cb,0.047210,56
User 1,p1,ca,0.165010,57
User 1,p1,bb,0.330260,58
User 1,p1,ca,0.214350,59
User 1,p1,ca,0.307030,60
User 1,p1,ca,0.636360,61
