timestamp,x,y,duration,prev_sacc_amplitude,aoi_label
0.068120,727.070400,236.764500,0.014400,0.000000,top_middle
0.099850,781.855200,172.371500,0.047860,0.000000,top_middle
0.164550,791.338800,253.315125,0.065430,81.497295,top_middle
0.460450,356.383200,202.462500,0.114750,437.918215,top_left
0.887450,410.676000,208.419750,0.033450,54.618650,top_left
0.937260,349.611500,223.162333,1.724610,62.818922,top_left
2.694820,381.343200,239.757000,0.048830,35.808990,top_left
2.760250,351.344329,236.765118,0.427250,30.147696,top_left
3.203610,357.547200,246.071250,0.345220,11.183904,top_left
3.894530,831.045600,197.757000,0.035160,475.956932,top_middle
3.977540,826.740600,251.223000,0.181640,53.639036,top_middle
4.387700,792.825600,208.280100,0.080810,54.720379,top_middle
4.731930,804.691341,207.812294,0.329840,11.874959,top_middle
5.078860,798.562800,197.730750,0.032960,11.798159,top_middle
5.242430,852.354720,256.290300,0.116700,79.515983,top_middle
5.375980,868.051800,250.186125,0.064450,16.842187,top_middle
5.459470,870.643200,220.839500,0.045900,29.460817,top_middle
5.669430,860.797670,253.134000,0.476570,33.761949,top_middle
6.162110,868.587300,230.711250,0.131590,23.737272,top_middle
6.310300,845.297600,289.625000,0.099860,63.350139,top_middle
6.426760,899.337600,244.398000,0.019280,70.468455,top_middle
6.460450,846.378400,222.708500,0.064700,57.228588,top_middle
6.558350,911.148000,217.318500,0.015870,64.993486,top_middle
6.606450,822.242400,216.426000,0.017570,88.910080,top_middle
6.656740,888.669600,269.766000,0.016110,85.192303,top_middle
6.721680,890.500800,174.478500,0.015870,95.305094,top_middle
6.772950,871.192000,273.805000,0.046390,101.185885,top_middle
6.935300,821.560320,212.543100,0.148200,78.843668,top_middle
7.524410,1287.483600,228.554250,0.689950,466.198305,top_right
8.231200,1301.815200,242.938500,0.032470,20.305206,top_right
8.280030,1277.690400,223.671000,0.032710,30.874626,top_right
8.329590,1317.330000,262.069500,0.049320,55.188248,top_right
8.415040,1298.702400,227.749500,0.145260,39.049326,top_right
8.577150,1239.546000,312.359250,0.032470,103.238992,top_right
8.642820,1288.535935,218.092946,0.820070,106.236292,top_right
9.496580,1229.944800,210.199500,0.016600,59.120450,top_right
9.545170,1280.071366,208.613276,0.657220,50.151657,top_right
10.481690,1293.796487,233.971500,0.541750,28.834328,top_right
11.040280,1248.189600,244.240500,0.015870,46.748695,top_right
11.532470,388.943800,521.962875,0.296390,903.013323,left
11.861330,446.048400,547.800750,0.050050,62.677996,left
11.928220,411.463500,526.130850,0.985600,40.812987,left
12.945800,399.790650,538.093500,0.395020,16.714079,left
13.356450,413.780640,490.348950,0.245840,49.752004,left
13.651860,385.770933,531.140167,0.197020,49.481987,left
13.882810,401.243446,492.371654,0.311040,41.742020,left
14.243160,401.570400,489.331267,1.085210,3.057916,left
15.771000,860.986560,459.492600,0.131590,460.384138,middle
15.951900,876.758400,489.150375,0.197030,33.590691,middle
16.198730,859.572000,457.946344,1.166020,35.623923,middle
17.399410,854.498400,347.781000,0.031010,110.282113,top_middle
17.447020,834.967636,438.088955,0.656980,92.395765,middle
18.136720,849.562560,435.962100,0.165040,14.749078,middle
18.350100,829.315200,342.772500,0.033200,95.363815,top_middle
18.416260,847.311733,468.865833,0.394780,127.371127,middle
18.826660,822.528000,437.703000,0.049070,39.816524,middle
19.375240,1364.143200,309.645000,0.011970,556.548180,top_right
19.418460,1308.535200,397.824000,0.016600,104.248672,top_right
19.467770,1381.455600,372.975750,0.032720,77.037785,top_right
19.533690,1305.768800,453.096000,0.065190,110.216814,right
19.615720,1336.559280,438.426450,0.164070,34.106442,right
19.798580,1330.373520,468.039600,0.228030,30.252310,right
20.075680,1393.554400,338.016000,0.049080,144.561268,top_right
20.190430,1325.446691,439.950000,0.197270,122.593639,right
20.404300,1327.776800,438.166167,0.410640,2.934531,right
20.847900,1361.488800,361.058250,0.035640,84.155391,top_right
20.931400,1321.101600,445.821000,0.162840,93.892756,right
21.143070,1306.174435,449.061717,0.575680,15.274898,right
21.735110,1291.968873,456.352909,0.278320,15.967450,right
22.506590,423.984253,761.320184,0.460210,920.001272,bottom_left
22.999510,386.244000,722.821500,0.165040,53.911737,bottom_left
23.196780,413.214900,741.012563,0.197510,32.532203,bottom_left
23.411130,409.992660,724.562212,0.903080,16.762961,bottom_left
24.348880,356.538000,624.603000,0.031000,113.354510,left
24.396480,379.948800,674.352000,0.016360,54.982075,bottom_left
24.445310,411.419107,733.999570,0.969240,67.440439,bottom_left
25.516360,865.038600,694.137375,0.653320,455.367587,bottom_middle
26.202640,851.600400,730.049250,0.049560,38.343813,bottom_middle
26.269780,875.162400,686.017500,0.032950,49.939592,bottom_middle
26.320310,863.878938,705.142644,1.311770,22.205577,bottom_middle
27.649170,871.209818,711.442295,0.542480,9.665785,bottom_middle
28.223630,891.206400,748.854750,0.049320,42.421163,bottom_middle
28.289550,868.430400,701.712000,0.180660,52.356328,bottom_middle
28.487060,899.152800,649.239500,0.081790,60.804845,bottom_middle
28.617920,863.553600,737.782500,0.016850,95.431472,bottom_middle
28.667480,871.810800,682.988250,0.100340,55.412915,bottom_middle
28.782710,927.309600,689.545500,0.032480,55.884831,bottom_middle
29.373780,1321.856516,699.121500,0.673830,394.663108,bottom_right
30.063960,1318.442109,681.657455,0.607670,17.794692,bottom_right
30.687990,1312.704630,674.767697,1.281250,8.965904,bottom_right
31.985600,1309.954435,681.425804,0.576410,7.203747,bottom_right
