subj,cond,AOI,duration,order
User 6,calib-verif,bb,0.066170,1
User 6,calib-verif,bc,0.033200,2
User 6,calib-verif,bb,0.036500,3
User 6,calib-verif,bb,0.048220,4
User 6,calib-verif,cb,0.065800,5
User 6,calib-verif,cb,0.098630,6
User 6,calib-verif,bc,0.017090,7
User 6,calib-verif,bc,0.048220,8
User 6,calib-verif,bc,0.016480,9
User 6,calib-verif,ac,0.032840,10
User 6,calib-verif,bb,0.016240,11
User 6,calib-verif,ac,0.031860,12
User 6,calib-verif,ac,0.147950,13
User 6,calib-verif,ab,0.016350,14
User 6,calib-verif,ac,0.016350,15
User 6,calib-verif,ac,0.246830,16
User 6,calib-verif,ab,0.394410,17
User 6,calib-verif,ab,0.016120,18
User 6,calib-verif,cc,0.361450,19
User 6,calib-verif,cc,0.232540,20
User 6,calib-verif,bc,0.643310,21
User 6,calib-verif,cc,0.080690,22
User 6,calib-verif,cc,0.936040,23
User 6,calib-verif,dc,0.032230,24
User 6,calib-verif,bb,0.049810,25
User 6,calib-verif,bb,0.015990,26
User 6,calib-verif,ab,0.016230,27
User 6,calib-verif,ab,0.395020,28
User 6,calib-verif,ab,1.067020,29
User 6,calib-verif,ab,0.016600,30
User 6,calib-verif,bb,0.049190,31
User 6,calib-verif,bb,0.017210,32
User 6,calib-verif,bb,0.197020,33
User 6,calib-verif,bb,0.952880,34
User 6,calib-verif,cb,0.032710,35
User 6,calib-verif,cb,0.064820,36
User 6,calib-verif,bb,0.013550,37
User 6,calib-verif,db,0.484860,38
User 6,calib-verif,db,0.049430,39
User 6,calib-verif,db,0.444460,40
User 6,calib-verif,bb,0.049320,41
User 6,calib-verif,aa,0.935910,42
User 6,calib-verif,aa,0.015380,43
User 6,calib-verif,ab,0.016480,44
User 6,calib-verif,aa,0.145260,45
User 6,calib-verif,aa,0.016610,46
User 6,calib-verif,ba,0.016850,47
User 6,calib-verif,ba,0.147460,48
User 6,calib-verif,cb,0.066040,49
User 6,calib-verif,ba,0.246700,50
User 6,calib-verif,ba,0.509520,51
User 6,calib-verif,ba,0.098380,52
User 6,calib-verif,da,0.328850,53
User 6,calib-verif,db,0.196660,54
User 6,calib-verif,da,0.114990,55
User 6,calib-verif,da,0.278930,56
User 6,calib-verif,da,0.032720,57
