subj,cond,AOI,duration,order
User 1,page1,da,0.081450,1
User 1,page1,ca,0.016250,2
User 1,page1,cb,0.013970,3
User 1,page1,cc,0.016540,4
User 1,page1,bc,0.016860,5
User 1,page1,bc,0.049770,6
User 1,page1,bc,0.016680,7
User 1,page1,bc,0.016600,8
User 1,page1,cc,0.016330,9
User 1,page1,ba,0.033910,10
User 1,page1,ba,0.017250,11
User 1,page1,ba,0.031400,12
User 1,page1,ba,0.099780,13
User 1,page1,ba,0.016940,14
User 1,page1,ba,0.033090,15
User 1,page1,da,0.131060,16
User 1,page1,cb,0.114670,17
User 1,page1,bb,0.016210,18
User 1,page1,bc,0.016460,19
User 1,page1,cb,0.050050,20
User 1,page1,cc,0.032920,21
User 1,page1,cc,0.016100,22
User 1,page1,bc,0.033340,23
User 1,page1,bc,0.033200,24
User 1,page1,bc,0.050580,25
User 1,page1,bc,0.049410,26
User 1,page1,bc,0.097620,27
User 1,page1,bc,0.146700,28
User 1,page1,cc,0.048840,29
User 1,page1,cc,0.032350,30
User 1,page1,cc,0.050110,31
User 1,page1,cc,0.017150,32
User 1,page1,cc,0.032840,33
User 1,page1,cc,0.033080,34
User 1,page1,cc,0.049670,35
User 1,page1,bc,0.032310,36
User 1,page1,bc,0.032750,37
User 1,page1,bc,0.032780,38
User 1,page1,bc,0.114670,39
User 1,page1,bc,0.031910,40
User 1,page1,bc,0.015140,41
