subj,cond,AOI,duration,order
User 2,page3,cb,0.065580,1
User 2,page3,cb,0.099370,2
User 2,page3,cb,0.015200,3
User 2,page3,bb,0.048580,4
User 2,page3,cb,0.082100,5
User 2,page3,cc,0.033110,6
User 2,page3,cc,0.031950,7
User 2,page3,cc,0.015780,8
User 2,page3,cc,0.016690,9
User 2,page3,cc,0.016330,10
User 2,page3,cc,0.033420,11
User 2,page3,cc,0.016210,12
User 2,page3,cc,0.032900,13
User 2,page3,cb,0.032870,14
User 2,page3,cb,0.016410,15
User 2,page3,bb,0.032600,16
User 2,page3,bb,0.017120,17
User 2,page3,bc,0.033080,18
User 2,page3,bc,0.048490,19
User 2,page3,bb,0.017300,20
User 2,page3,bc,0.016780,21
User 2,page3,cb,0.016420,22
User 2,page3,bb,0.016270,23
User 2,page3,cb,0.016630,24
User 2,page3,bc,0.016720,25
User 2,page3,cb,0.097170,26
User 2,page3,cb,0.033660,27
User 2,page3,cb,0.016910,28
User 2,page3,cc,0.049370,29
User 2,page3,cb,0.034390,30
User 2,page3,cb,0.047150,31
User 2,page3,bb,0.031440,32
User 2,page3,bb,0.032990,33
User 2,page3,bb,0.018490,34
User 2,page3,bb,0.016020,35
User 2,page3,bb,0.016050,36
User 2,page3,bb,0.016210,37
User 2,page3,bb,0.032410,38
User 2,page3,bb,0.016020,39
User 2,page3,bb,0.049280,40
User 2,page3,bb,0.081200,41
User 2,page3,cb,0.016290,42
User 2,page3,cb,0.016540,43
User 2,page3,bb,0.033660,44
User 2,page3,cb,0.015690,45
User 2,page3,cb,0.032650,46
User 2,page3,bb,0.034360,47
User 2,page3,bb,0.014470,48
User 2,page3,bb,0.081540,49
User 2,page3,bb,0.015750,50
User 2,page3,bb,0.016870,51
User 2,page3,ba,0.016240,52
User 2,page3,bb,0.016820,53
User 2,page3,bb,0.016420,54
User 2,page3,cb,0.016360,55
User 2,page3,bb,0.032250,56
User 2,page3,bb,0.048830,57
User 2,page3,cb,0.048880,58
