subj,cond,AOI,duration,order
User 1,p2,cb,0.148500,1
User 1,p2,cb,0.016480,2
User 1,p2,cb,0.016510,3
User 1,p2,cb,0.165010,4
User 1,p2,cb,0.016540,5
User 1,p2,cb,0.043730,6
User 1,p2,cb,0.065920,7
User 1,p2,cc,0.175750,8
User 1,p2,cc,0.016510,9
User 1,p2,cc,0.019230,10
User 1,p2,cc,0.016510,11
User 1,p2,cc,0.150020,12
User 1,p2,cc,0.023620,13
User 1,p2,cc,0.154640,14
User 1,p2,cc,0.029600,15
User 1,p2,cc,0.358790,16
User 1,p2,cc,0.159240,17
User 1,p2,cc,0.100280,18
User 1,p2,cb,0.384580,19
User 1,p2,cb,0.016630,20
User 1,p2,cb,0.131870,21
User 1,p2,cb,0.032010,22
User 1,p2,cb,0.027740,23
User 1,p2,cb,0.082640,24
User 1,p2,cb,0.032800,25
User 1,p2,cb,0.060120,26
User 1,p2,cb,0.016630,27
User 1,p2,cb,0.476500,28
User 1,p2,cb,0.032140,29
User 1,p2,cb,0.016510,30
User 1,p2,cb,0.050960,31
User 1,p2,cb,0.016510,32
User 1,p2,cb,0.016110,33
User 1,p2,cb,0.027250,34
User 1,p2,cb,0.072630,35
User 1,p2,cb,0.049800,36
User 1,p2,bb,0.115230,37
