subj,cond,AOI,duration,order
User 10,calib-verif,bc,0.163350,1
User 10,calib-verif,bc,0.033000,2
User 10,calib-verif,bc,0.116690,3
User 10,calib-verif,ac,0.031150,4
User 10,calib-verif,bc,0.197330,5
User 10,calib-verif,bc,0.016450,6
User 10,calib-verif,cc,0.131250,7
User 10,calib-verif,bc,0.016510,8
User 10,calib-verif,bc,0.047540,9
User 10,calib-verif,cc,1.034990,10
User 10,calib-verif,dc,0.377220,11
User 10,calib-verif,dc,0.131120,12
User 10,calib-verif,cc,0.099510,13
User 10,calib-verif,dc,0.033070,14
User 10,calib-verif,dc,0.015980,15
User 10,calib-verif,dc,0.016560,16
User 10,calib-verif,ab,0.738180,17
User 10,calib-verif,bb,0.197040,18
User 10,calib-verif,cb,0.197080,19
User 10,calib-verif,cb,0.081710,20
User 10,calib-verif,cb,0.131740,21
User 10,calib-verif,cb,0.427020,22
User 10,calib-verif,cb,0.113870,23
User 10,calib-verif,cb,0.016570,24
User 10,calib-verif,db,0.262000,25
User 10,calib-verif,db,0.164510,26
User 10,calib-verif,db,0.065870,27
User 10,calib-verif,ba,0.049310,28
User 10,calib-verif,aa,0.329770,29
User 10,calib-verif,aa,0.063760,30
User 10,calib-verif,ca,0.490890,31
User 10,calib-verif,ca,0.295540,32
User 10,calib-verif,da,0.017610,33
User 10,calib-verif,ca,0.032510,34
User 10,calib-verif,ca,0.114380,35
User 10,calib-verif,da,0.360900,36
User 10,calib-verif,da,0.130720,37
User 10,calib-verif,ca,0.016380,38
