subj,cond,AOI,duration,order
User 37,calib-verif,cb,0.099240,1
User 37,calib-verif,bc,0.113860,2
User 37,calib-verif,ac,1.395630,3
User 37,calib-verif,ac,0.526520,4
User 37,calib-verif,bc,0.805020,5
User 37,calib-verif,bc,2.251190,6
User 37,calib-verif,bc,0.032900,7
User 37,calib-verif,cc,0.033080,8
User 37,calib-verif,cc,0.082270,9
User 37,calib-verif,cc,2.332280,10
User 37,calib-verif,ab,2.054620,11
User 37,calib-verif,bb,1.804230,12
User 37,calib-verif,cb,1.002170,13
User 37,calib-verif,cb,0.328890,14
User 37,calib-verif,cb,0.212860,15
User 37,calib-verif,ab,0.049470,16
User 37,calib-verif,ab,0.081880,17
User 37,calib-verif,aa,0.787870,18
User 37,calib-verif,aa,0.427790,19
User 37,calib-verif,bb,0.145840,20
User 37,calib-verif,bb,0.180640,21
User 37,calib-verif,bb,1.889890,22
User 37,calib-verif,ca,0.752470,23
User 37,calib-verif,cb,0.032750,24
User 37,calib-verif,ca,0.739710,25
User 37,calib-verif,cb,0.180760,26
User 37,calib-verif,bb,0.191650,27
