subj,cond,AOI,duration,order
User 34,page1,cc,0.016240,1
User 34,page1,cc,0.098510,2
User 34,page1,cc,0.032960,3
User 34,page1,cc,0.114870,4
User 34,page1,bb,0.016730,5
User 34,page1,bc,0.016730,6
User 34,page1,bc,0.098880,7
User 34,page1,bc,0.228150,8
User 34,page1,bc,0.033080,9
User 34,page1,bc,0.049690,10
User 34,page1,bc,0.016480,11
User 34,page1,cb,0.017090,12
User 34,page1,cc,0.114630,13
User 34,page1,cc,0.081910,14
User 34,page1,ac,0.065790,15
User 34,page1,bc,0.032590,16
User 34,page1,bc,0.164920,17
User 34,page1,bb,0.065680,18
User 34,page1,bb,0.017090,19
User 34,page1,bc,0.048580,20
User 34,page1,bc,0.164310,21
User 34,page1,bc,0.016480,22
User 34,page1,cb,0.049560,23
User 34,page1,cc,0.049070,24
User 34,page1,ac,0.016000,25
User 34,page1,ac,0.345830,26
User 34,page1,ac,0.065800,27
User 34,page1,bc,0.081540,28
User 34,page1,bc,0.098640,29
User 34,page1,bc,0.016350,30
User 34,page1,bc,0.229860,31
User 34,page1,bc,0.016600,32
User 34,page1,ac,0.263060,33
User 34,page1,ac,0.049440,34
User 34,page1,ac,0.131230,35
User 34,page1,bc,0.033080,36
User 34,page1,bc,0.033080,37
User 34,page1,ba,0.081910,38
User 34,page1,ba,0.214720,39
User 34,page1,ba,0.114750,40
User 34,page1,bb,0.065800,41
User 34,page1,ba,0.032960,42
