0.065190 0.120934
0.148190 -0.437682
0.283940 -1.312510
0.361330 -1.366141
0.476320 0.259605
0.656490 0.199222
0.804690 -0.870325
0.854000 -0.714814
0.902590 0.736141
1.100100 0.097466
1.149410 0.367190
1.347170 -0.941955
1.396480 -0.387525
1.461670 0.604348
1.689700 -0.607193
1.739010 -0.730386
1.804690 -0.522244
1.853760 0.227847
2.069340 -0.078734
2.184810 0.453987
2.414790 0.217272
2.529540 -0.413085
2.580080 -2.335792
2.842040 1.753651
3.220460 1.295669
3.566160 1.137845
3.811040 -0.095145
3.961180 -0.288854
4.041260 -0.023320
4.188960 1.509972
4.501710 1.047423
4.863530 -0.562789
4.927980 0.106860
5.110600 -0.532964
5.142330 -1.734924
5.419190 -0.371002
5.501710 0.090234
5.599610 0.745519
5.798830 3.122176
6.588130 -0.556751
6.620360 1.654551
7.030520 1.086382
7.309080 -0.065371
7.358890 0.007209
7.457760 -0.450858
7.507570 -0.217840
7.556150 2.481778
8.149170 -0.159429
8.181640 -6.524874
8.360840 0.992860
8.638920 1.145920
9.019290 -0.287673
9.084470 -0.497763
9.135250 2.400205
9.692380 -0.320272
9.726320 0.021108
9.823490 1.200085
10.267820 -0.402187
10.317140 0.281148
10.465330 -0.867060
10.513670 -0.535274
10.563720 -0.635521
10.611080 -0.474978
10.660640 -0.409422
10.792240 -0.163603
10.874510 -0.162712
10.907710 0.361899
11.006100 0.717913
11.367920 -0.779946
11.417480 -0.540122
11.515870 -2.313682
11.614500 -0.661964
11.696780 -0.307076
11.745610 -0.334160
11.794920 0.354117
11.975340 -0.355029
12.057860 -0.924636
12.107180 -0.221637
12.139890 -0.441121
12.271480 -1.142726
12.321530 -1.216085
12.387700 -0.419574
12.468990 -0.187729
12.584470 -1.279819
12.633540 -0.405190
12.682860 0.124255
12.715580 -0.617592
12.814210 -1.176250
12.928470 -1.112788
13.027340 -0.204765
13.126220 -0.371978
13.175540 -0.161530
13.208250 -0.330847
13.324460 0.228302
13.453370 -0.132196
13.636720 -0.852632
13.668950 0.280839
13.750000 1.443333
14.160400 0.018882
14.424070 -0.951442
14.538820 -2.838442
14.686770 1.119898
15.017090 0.768270
15.196040 0.553206
15.343020 0.963056
15.689210 0.352663
15.885740 1.156510
16.280030 -0.251798
16.329100 0.464593
16.460690 2.860759
17.167240 -0.434496
17.233150 -5.422226
17.561520 -2.298721
17.838870 2.893021
18.481690 -1.308442
19.056640 2.961260
19.795650 -2.823033
20.009030 2.022394
20.532470 0.282062
20.664310 -3.239843
20.798100 0.255070
20.912840 -0.901527
20.961180 -0.369874
20.995360 1.902611
21.405760 0.213469
21.503420 0.854832
21.733890 0.603960
21.947020 0.109480
22.046390 4.153413
23.053220 -0.614669
23.098140 0.213170
23.229740 -3.045444
23.344240 3.104823
24.050290 2.498164
24.658450 0.288090
24.839110 0.470750
24.986570 1.638166
25.430660 -0.150487
25.496830 0.178507
25.548830 0.178507
