subj,cond,AOI,duration,order
User 32,page3,cb,0.016360,1
User 32,page3,cb,0.016850,2
User 32,page3,cb,0.032960,3
User 32,page3,bb,0.033690,4
User 32,page3,cb,0.049320,5
User 32,page3,bb,0.049310,6
User 32,page3,bc,0.016840,7
User 32,page3,bc,0.049310,8
User 32,page3,bc,0.049320,9
User 32,page3,bc,0.016360,10
User 32,page3,bc,0.015870,11
User 32,page3,bc,0.099120,12
User 32,page3,bc,0.360830,13
User 32,page3,bc,0.065180,14
User 32,page3,bc,0.294440,15
User 32,page3,bc,0.196780,16
User 32,page3,bc,0.016360,17
User 32,page3,bc,0.082280,18
User 32,page3,bc,0.164060,19
User 32,page3,bc,0.148440,20
User 32,page3,bc,0.857170,21
User 32,page3,bc,0.164550,22
User 32,page3,bb,0.065670,23
User 32,page3,bb,0.132560,24
User 32,page3,bb,0.344730,25
User 32,page3,bb,0.016850,26
User 32,page3,bb,0.082770,27
User 32,page3,bb,0.016120,28
