subj,cond,AOI,duration,order
User 7,page1,ca,0.114870,1
User 7,page1,ca,0.016720,2
User 7,page1,ca,0.065550,3
User 7,page1,ca,0.016960,4
User 7,page1,ca,0.016600,5
User 7,page1,bc,0.079460,6
User 7,page1,bc,0.032710,7
User 7,page1,bc,0.229740,8
User 7,page1,bc,0.016960,9
User 7,page1,bc,0.081290,10
User 7,page1,bc,0.459600,11
User 7,page1,bc,0.032720,12
User 7,page1,bc,0.081540,13
User 7,page1,bc,0.032230,14
User 7,page1,bc,0.031860,15
User 7,page1,bc,0.032590,16
User 7,page1,bc,0.229860,17
User 7,page1,bc,0.016730,18
User 7,page1,bc,0.164420,19
User 7,page1,bc,0.033440,20
User 7,page1,bc,0.131710,21
User 7,page1,cc,0.031620,22
User 7,page1,bc,0.050540,23
User 7,page1,bc,0.032710,24
User 7,page1,bc,0.032600,25
User 7,page1,bc,0.016360,26
User 7,page1,bc,0.230220,27
User 7,page1,bc,0.066530,28
User 7,page1,bc,0.131100,29
User 7,page1,bc,0.097540,30
User 7,page1,bc,0.016480,31
User 7,page1,bc,0.018550,32
User 7,page1,bc,0.049440,33
User 7,page1,bc,0.016230,34
User 7,page1,bc,0.032480,35
User 7,page1,bc,0.016850,36
User 7,page1,bc,0.016610,37
User 7,page1,bc,0.016470,38
User 7,page1,bc,0.131110,39
User 7,page1,cc,0.250490,40
User 7,page1,bc,0.149660,41
User 7,page1,bc,0.131350,42
User 7,page1,cc,0.032470,43
User 7,page1,cc,0.394410,44
User 7,page1,cc,0.065680,45
User 7,page1,cc,0.032710,46
User 7,page1,cc,0.098510,47
User 7,page1,cc,0.114990,48
User 7,page1,cc,0.032350,49
User 7,page1,cc,0.082520,50
User 7,page1,cc,0.066160,51
User 7,page1,cc,0.132080,52
User 7,page1,cc,0.013180,53
User 7,page1,cc,0.131720,54
User 7,page1,cc,0.230110,55
User 7,page1,cc,0.049430,56
User 7,page1,bc,0.098510,57
User 7,page1,bc,0.131100,58
User 7,page1,bc,0.032840,59
User 7,page1,bc,0.049070,60
User 7,page1,bc,0.016720,61
User 7,page1,bc,0.049560,62
User 7,page1,bc,0.017090,63
User 7,page1,cc,0.032960,64
User 7,page1,cc,0.032710,65
User 7,page1,cc,0.049560,66
User 7,page1,cc,0.098390,67
User 7,page1,bc,0.081790,68
User 7,page1,bc,0.050660,69
User 7,page1,bc,0.031490,70
User 7,page1,bc,0.032720,71
User 7,page1,bc,0.278930,72
User 7,page1,cc,0.214360,73
User 7,page1,cc,0.017330,74
User 7,page1,cc,0.095820,75
User 7,page1,bc,0.394410,76
User 7,page1,bc,0.016720,77
User 7,page1,bc,0.032720,78
User 7,page1,bc,0.049190,79
User 7,page1,bc,0.032470,80
User 7,page1,bc,0.114380,81
User 7,page1,bc,0.016240,82
User 7,page1,bc,0.064940,83
User 7,page1,bc,0.180420,84
User 7,page1,cc,0.065560,85
User 7,page1,cc,0.082030,86
User 7,page1,cc,0.016600,87
User 7,page1,bc,0.016720,88
User 7,page1,bc,0.263550,89
User 7,page1,bc,0.016480,90
User 7,page1,bc,0.097540,91
User 7,page1,bc,0.279050,92
User 7,page1,cc,0.049190,93
User 7,page1,cc,0.098760,94
User 7,page1,cc,0.145630,95
User 7,page1,cc,0.246330,96
