0.049500 1307.252800 745.577000 0.049380 25.866920 0.024010
0.122890 1288.329467 763.212333 0.293890 418.683410 0.065730
0.482510 993.501600 465.937500 0.012360 78.211046 0.022400
0.517270 986.837600 543.864125 0.208350 156.296830 0.214410
0.940030 931.217280 397.798800 0.082220 107.279597 0.016780
1.039030 937.333815 290.693712 1.552980 231.974381 0.029630
2.621640 925.026261 522.341370 1.172490 210.369389 0.031520
3.825650 929.083800 732.671625 0.988990 120.777936 0.040340
4.854980 931.597702 611.919855 1.542820 278.050372 0.049190
6.446990 935.337070 333.894628 1.484040 237.165780 0.033170
7.964200 942.769871 570.943907 1.038700 160.949508 0.032870
9.035770 902.874000 726.870375 0.280240 0.000000 0.032870
