timestamp,x,y,duration,prev_sacc_amplitude,aoi_label
0.131350,1069.807200,771.592500,0.015620,0.000000,bottom_right
0.162600,1068.866400,790.755000,0.016600,0.000000,bottom_right
0.263670,796.723200,697.819500,0.016600,287.574214,bottom_middle
0.294430,785.293600,570.204250,0.098640,128.126062,middle
0.475100,681.738400,433.454000,0.065430,171.535158,middle
0.655760,489.652800,298.866750,0.032720,234.543398,top_left
0.778810,401.303280,343.992600,0.189940,99.206754,top_left
0.986330,402.992100,376.726875,0.130860,32.777811,top_left
1.133300,398.328000,386.757000,0.015630,11.061521,top_left
1.395510,387.481920,343.400400,0.163570,44.692642,top_left
1.575200,402.763490,384.776302,1.070310,44.107727,top_left
2.661620,415.487874,410.124474,0.375490,28.362647,left
3.054200,378.289800,336.883312,0.130860,82.145994,top_left
3.219730,396.878400,395.341000,0.458980,61.341970,top_left
4.007320,757.495200,202.975500,0.016610,408.716237,top_middle
4.089360,760.682800,425.599000,0.919920,222.646319,middle
5.041990,745.718400,396.336500,0.049320,32.866810,top_middle
5.338380,749.868000,211.113000,0.016600,185.269976,top_middle
5.420900,749.935900,444.864437,0.524900,233.751447,middle
6.274410,1047.748800,549.244500,0.016610,315.575222,middle
6.307130,1076.549169,459.565615,2.255860,94.190040,right
8.674320,432.293077,643.991250,0.623040,670.133365,bottom_left
9.313480,429.534000,707.610750,0.279780,63.679300,bottom_left
9.609860,431.474400,642.813000,0.836920,64.826797,left
10.645020,436.380000,645.025500,0.049320,5.381456,bottom_left
10.793460,743.408894,618.204794,0.327150,308.198138,middle
11.136720,738.454500,592.353966,1.774410,26.321309,middle
13.108400,1082.008200,598.883250,0.082030,343.615739,right
13.206540,1064.658000,663.011125,0.854980,66.433529,bottom_right
14.094240,1085.095200,593.622750,0.032710,72.335508,right
14.160160,1065.776492,648.642346,0.212890,58.312678,bottom_right
14.422360,1044.380400,718.924500,0.033210,73.466822,bottom_middle
14.488770,1067.549628,627.681672,0.476560,94.138551,right
15.065920,405.659821,835.435321,1.541990,693.728834,bottom_left
16.984860,743.254014,801.199603,1.085450,339.325689,bottom_middle
18.086910,744.304547,785.345842,0.344240,15.888529,bottom_middle
18.529790,910.050400,819.521500,0.049310,169.232572,bottom_middle
18.645020,1061.528533,829.299917,0.311520,151.793420,bottom_right
19.121580,1063.207500,815.031375,0.936040,14.366983,bottom_right
20.123050,845.318880,748.899900,0.082520,227.703366,bottom_middle
20.287110,741.714960,646.356900,0.168460,145.769815,bottom_middle
